edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s098:002:pass1:attach:a4	q:98:2:5	q:98:2:6	adjective	head-to-dependent	high	صُحُفَاً | مُطَهَّرَةً	agreement;local_syntax	مُطَهَّرَةً agrees with and modifies صُحُفًا.
ae:v3:s098:003:pass1:attach:a1	q:98:3:2	q:98:3:1	prep_complement	head-to-dependent	high	كُتُبٌ	case_government;local_syntax	The هَا suffix in فِيهَا is governed by the preposition فِي and supplies the locative for كُتُبٌ.
ae:v3:s098:003:pass1:attach:a2	q:98:3:2	q:98:3:1	predication	head-to-dependent	high	كُتُبٌ | فِيهَا	word_order;local_syntax	فِيهَا functions as the fronted predicate of كُتُبٌ.
ae:v3:s098:003:pass1:attach:a3	q:98:3:2	q:98:3:3	adjective	head-to-dependent	high	كُتُبٌ | قَيِّمَةٌ	agreement;local_syntax	قَيِّمَةٌ modifies كُتُبٌ with broken-plural feminine agreement.
ae:v3:s098:004:pass1:attach:a1	q:98:4:3	q:98:4:4	subject	head-to-dependent	high	تَفَرَّقَ | الَّذِينَ	word_order;local_syntax	ٱلَّذِينَ is the explicit subject of تَفَرَّقَ.
ae:v3:s098:004:pass1:attach:a2	q:98:4:3	q:98:4:9	prep_complement	head-to-dependent	high	تَفَرَّقَ | بَعْدِ	case_government;local_syntax	بَعْدِ is governed by مِنْ after إِلَّا, marking the restricted time of تَفَرَّقَ.
ae:v3:s098:004:pass1:attach:a3	q:98:4:5	q:98:4:6	direct_object	head-to-dependent	high	أُوتُوا | الْكِتَابَ	case_government;local_syntax	ٱلْكِتَٰبَ is the retained accusative object of the passive أُوتُوا۟.
ae:v3:s098:004:pass1:attach:a4	q:98:4:9	q:98:4:10	clausal_complement	head-to-dependent	high	بَعْدِ | مَا	local_syntax	مَا جَآءَتْهُمُ ٱلْبَيِّنَةُ completes the temporal noun بَعْدِ.
ae:v3:s098:004:pass1:attach:a5	q:98:4:11	q:98:4:11	direct_object	head-to-dependent	high	جَاءَتْهُمُ	morphology;local_syntax	The هُم suffix in جَآءَتْهُمُ is the object reached by جَاءَتْ.
ae:v3:s098:004:pass1:attach:a6	q:98:4:11	q:98:4:12	subject	head-to-dependent	high	جَاءَتْهُمُ | الْبَيِّنَةُ	agreement;word_order	ٱلْبَيِّنَةُ is the feminine subject of جَآءَتْهُمُ.
ae:v3:s098:005:pass1:attach:a1	q:98:5:3	q:98:5:5	clausal_complement	head-to-dependent	high	أُمِرُوا | لِيَعْبُدُوا	local_syntax	لِ يَعْبُدُوا۟ through يُؤْتُوا۟ supplies the restricted content after أُمِرُوا۟ إِلَّا.
ae:v3:s098:005:pass1:attach:a2	q:98:5:6	q:98:5:7	direct_object	head-to-dependent	high	لِيَعْبُدُوا | اللَّهَ	case_government;local_syntax	ٱللَّهَ is the accusative object of يَعْبُدُوا۟.
ae:v3:s098:005:pass1:attach:a3	q:98:5:6	q:98:5:8	circumstantial	head-to-dependent	high	لِيَعْبُدُوا | مُخْلِصِينَ	case_government;local_syntax	مُخْلِصِينَ describes the state of the worshippers in يَعْبُدُوا۟.
ae:v3:s098:005:pass1:attach:a4	q:98:5:8	q:98:5:9	prep_complement	head-to-dependent	high	مُخْلِصِينَ	case_government;local_syntax	The هُ suffix in لَهُ is governed by لِ and completes مُخْلِصِينَ.
ae:v3:s098:005:pass1:attach:a5	q:98:5:8	q:98:5:10	direct_object	head-to-dependent	high	مُخْلِصِينَ | الدِّينَ	case_government;local_syntax	ٱلدِّينَ is the accusative object of the active participle مُخْلِصِينَ.
ae:v3:s098:005:pass1:attach:a6	q:98:5:6	q:98:5:11	circumstantial	head-to-dependent	high	لِيَعْبُدُوا | حُنَفَاءَ	case_government;local_syntax	حُنَفَاءَ is a second circumstantial accusative describing those who يَعْبُدُوا۟.
ae:v3:s098:005:pass1:attach:a7	q:98:5:6	q:98:5:13	conjoined	head-to-dependent	high	لِيَعْبُدُوا | وَيُقِيمُوا	local_syntax;parallelism	يُقِيمُوا۟ is coordinated with يَعْبُدُوا۟ under the purpose lām.
ae:v3:s098:005:pass1:attach:a8	q:98:5:13	q:98:5:14	direct_object	head-to-dependent	high	وَيُقِيمُوا | الصَّلَاةَ	case_government;local_syntax	ٱلصَّلَوٰةَ is the accusative object of يُقِيمُوا۟.
ae:v3:s098:005:pass1:attach:a9	q:98:5:13	q:98:5:16	conjoined	head-to-dependent	high	وَيُقِيمُوا | وَيُؤْتُوا	local_syntax;parallelism	يُؤْتُوا۟ is coordinated with يُقِيمُوا۟ in the same sequence of commands.
ae:v3:s098:005:pass1:attach:a10	q:98:5:16	q:98:5:17	direct_object	head-to-dependent	high	وَيُؤْتُوا | الزَّكَاةَ	case_government;local_syntax	ٱلزَّكَوٰةَ is the accusative object of يُؤْتُوا۟.
ae:v3:s098:005:pass1:attach:a11	q:98:5:19	q:98:5:20	predication	head-to-dependent	high	وَذَلِكَ | دِينُ	local_syntax;word_order	دِينُ ٱلْقَيِّمَةِ is the predicate of ذَٰلِكَ.
ae:v3:s098:005:pass1:attach:a12	q:98:5:20	q:98:5:21	idafa	head-to-dependent	high	دِينُ | الْقَيِّمَةِ	case_government;local_syntax	ٱلْقَيِّمَةِ is the genitive complement of the construct دِينُ.
ae:v3:s098:005:pass1:attach:a13	q:98:5:5	q:98:5:6	particle_complement	head-to-dependent	high	لِيَعْبُدُوا | لِيَعْبُدُوا	morphology;local_syntax	لِ introduces and governs the subjunctive purpose verb يَعْبُدُوا۟.
ae:v3:s098:006:pass1:attach:a1	q:98:6:1	q:98:6:2	particle_complement	head-to-dependent	high	إِنَّ | الَّذِينَ	local_syntax;case_government	ٱلَّذِينَ is the governed ism of إِنَّ.
ae:v3:s098:006:pass1:attach:a2	q:98:6:2	q:98:6:5	prep_complement	head-to-dependent	high	الَّذِينَ | أَهْلِ	case_government;local_syntax	أَهْلِ is governed by مِنْ and specifies the group denoted by ٱلَّذِينَ.
ae:v3:s098:006:pass1:attach:a3	q:98:6:5	q:98:6:6	idafa	head-to-dependent	high	أَهْلِ | الْكِتَابِ	case_government;local_syntax	ٱلْكِتَٰبِ is the genitive complement of أَهْلِ.
ae:v3:s098:006:pass1:attach:a4	q:98:6:5	q:98:6:8	conjoined	head-to-dependent	high	أَهْلِ | وَالْمُشْرِكِينَ	local_syntax;parallelism	ٱلْمُشْرِكِينَ is coordinated with أَهْلِ ٱلْكِتَٰبِ in the مِنْ phrase.
ae:v3:s098:006:pass1:attach:a5	q:98:6:1	q:98:6:10	prep_complement	head-to-dependent	high	إِنَّ | نَارِ	case_government;local_syntax	نَارِ is governed by فِى and supplies the khabar content for إِنَّ.
ae:v3:s098:006:pass1:attach:a6	q:98:6:10	q:98:6:11	idafa	head-to-dependent	high	نَارِ | جَهَنَّمَ	case_government;local_syntax	جَهَنَّمَ is the genitive complement of نَارِ.
ae:v3:s098:006:pass1:attach:a7	q:98:6:1	q:98:6:10	predication	head-to-dependent	high	إِنَّ | نَارِ	local_syntax;word_order	فِى نَارِ جَهَنَّمَ is the predicate of the إِنَّ clause.
ae:v3:s098:006:pass1:attach:a8	q:98:6:2	q:98:6:12	circumstantial	head-to-dependent	high	الَّذِينَ | خَالِدِينَ	case_government;local_syntax	خَٰلِدِينَ describes the state of ٱلَّذِينَ in the fire.
ae:v3:s098:006:pass1:attach:a9	q:98:6:12	q:98:6:13	prep_complement	head-to-dependent	high	خَالِدِينَ	case_government;local_syntax	The هَا suffix in فِيهَا is governed by فِي and completes خَٰلِدِينَ.
ae:v3:s098:006:pass1:attach:a10	q:98:6:14	q:98:6:16	predication	head-to-dependent	high	أُولَئِكَ | شَرُّ	local_syntax;word_order	شَرُّ ٱلْبَرِيَّةِ is the predicate of أُو۟لَٰٓئِكَ.
ae:v3:s098:006:pass1:attach:a11	q:98:6:16	q:98:6:17	idafa	head-to-dependent	high	شَرُّ | الْبَرِيَّةِ	case_government;local_syntax	ٱلْبَرِيَّةِ is the genitive complement of شَرُّ.
ae:v3:s098:007:pass1:attach:a1	q:98:7:1	q:98:7:2	particle_complement	head-to-dependent	high	إِنَّ | الَّذِينَ	local_syntax;case_government	ٱلَّذِينَ is the governed ism of إِنَّ.
ae:v3:s098:007:pass1:attach:a2	q:98:7:1	q:98:7:7	predication	head-to-dependent	high	إِنَّ | أُولَئِكَ	local_syntax	أُولَٰٓئِكَ هُمْ خَيْرُ ٱلْبَرِيَّةِ is the khabar content of إِنَّ.
ae:v3:s098:007:pass1:attach:a3	q:98:7:3	q:98:7:5	conjoined	head-to-dependent	high	آمَنُوا | وَعَمِلُوا	local_syntax;parallelism	عَمِلُوا۟ is coordinated with ءَامَنُوا۟ in the relative description.
ae:v3:s098:007:pass1:attach:a4	q:98:7:5	q:98:7:6	direct_object	head-to-dependent	high	وَعَمِلُوا | الصَّالِحَاتِ	case_government;local_syntax	ٱلصَّٰلِحَٰتِ is the object of عَمِلُوا۟.
ae:v3:s098:007:pass1:attach:a5	q:98:7:7	q:98:7:9	predication	head-to-dependent	high	أُولَئِكَ | خَيْرُ	local_syntax;word_order	خَيْرُ ٱلْبَرِيَّةِ is the predicate of أُولَٰٓئِكَ.
ae:v3:s098:007:pass1:attach:a6	q:98:7:9	q:98:7:10	idafa	head-to-dependent	high	خَيْرُ | الْبَرِيَّةِ	case_government;local_syntax	ٱلْبَرِيَّةِ is the genitive complement of خَيْرُ.
ae:v3:s098:008:pass1:attach:a1	q:98:8:1	q:98:8:4	predication	head-to-dependent	high	جَزَاؤُهُمْ | جَنَّاتُ	local_syntax;word_order	جَنَّٰتُ عَدْنٍ is the predicate of جَزَآؤُهُمْ.
ae:v3:s098:008:pass1:attach:a2	q:98:8:1	q:98:8:2	adverbial	head-to-dependent	high	جَزَاؤُهُمْ | عِنْدَ	case_government;local_syntax	عِندَ locates جَزَآؤُهُمْ with respect to their Lord.
ae:v3:s098:008:pass1:attach:a3	q:98:8:2	q:98:8:3	idafa	head-to-dependent	high	عِنْدَ | رَبِّهِمْ	case_government;local_syntax	رَبِّهِمْ is the genitive complement of عِندَ.
ae:v3:s098:008:pass1:attach:a4	q:98:8:4	q:98:8:5	idafa	head-to-dependent	high	جَنَّاتُ | عَدْنٍ	case_government;local_syntax	عَدْنٍ is the genitive complement of جَنَّٰتُ.
ae:v3:s098:008:pass1:attach:a5	q:98:8:6	q:98:8:8	prep_complement	head-to-dependent	high	تَجْرِي | تَحْتِهَا	case_government;local_syntax	تَحْتِهَا is governed by مِن and marks the source path for تَجْرِى.
ae:v3:s098:008:pass1:attach:a6	q:98:8:6	q:98:8:9	subject	head-to-dependent	high	تَجْرِي | الْأَنْهَارُ	agreement;word_order	ٱلْأَنْهَٰرُ is the delayed subject of تَجْرِى.
ae:v3:s098:008:pass1:attach:a7	q:98:8:1	q:98:8:10	circumstantial	head-to-dependent	high	خَالِدِينَ	case_government;local_syntax	خَٰلِدِينَ describes the people denoted by هُمْ in جَزَآؤُهُمْ.
ae:v3:s098:008:pass1:attach:a8	q:98:8:10	q:98:8:11	prep_complement	head-to-dependent	high	خَالِدِينَ	case_government;local_syntax	The هَا suffix in فِيهَا is governed by فِي and completes خَٰلِدِينَ.
ae:v3:s098:008:pass1:attach:a9	q:98:8:10	q:98:8:12	adverbial	head-to-dependent	high	خَالِدِينَ | أَبَدَاً	case_government;local_syntax	أَبَدًا is the time adverb intensifying خَٰلِدِينَ.
ae:v3:s098:008:pass1:attach:a10	q:98:8:13	q:98:8:14	subject	head-to-dependent	high	رَضِيَ | اللَّهُ	agreement;word_order	ٱللَّهُ is the explicit subject of رَّضِىَ.
ae:v3:s098:008:pass1:attach:a11	q:98:8:13	q:98:8:15	prep_complement	head-to-dependent	high	رَضِيَ	case_government;local_syntax	The هُمْ suffix in عَنْهُمْ is governed by عَنْ and completes رَّضِىَ.
ae:v3:s098:008:pass1:attach:a12	q:98:8:13	q:98:8:17	conjoined	head-to-dependent	high	رَضِيَ | وَرَضُوا	local_syntax;parallelism	رَضُوا۟ is coordinated with رَّضِىَ in the mutual pleasure statement.
ae:v3:s098:008:pass1:attach:a13	q:98:8:17	q:98:8:18	prep_complement	head-to-dependent	high	وَرَضُوا	case_government;local_syntax	The هُ suffix in عَنْهُ is governed by عَنْ and completes رَضُوا۟.
ae:v3:s098:008:pass1:attach:a14	q:98:8:19	q:98:8:21	prep_complement	head-to-dependent	high	ذَلِكَ | لِمَنْ	case_government;local_syntax	مَنْ is governed by لِ and supplies the recipient of ذَٰلِكَ.
ae:v3:s098:008:pass1:attach:a15	q:98:8:19	q:98:8:21	predication	head-to-dependent	high	ذَلِكَ | لِمَنْ	local_syntax;word_order	لِمَنْ خَشِىَ رَبَّهُۥ is the predicate of ذَٰلِكَ.
ae:v3:s098:008:pass1:attach:a16	q:98:8:22	q:98:8:23	direct_object	head-to-dependent	high	خَشِيَ | رَبَّهُ	case_government;local_syntax	رَبَّهُۥ is the accusative object of خَشِىَ.
