edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s100:006:pass1:attach:a4	q:100:6:1	q:100:6:6	predication	head-to-dependent	high	إِنَّ | لَكَنُودٌ	case_government;local_syntax	كَنُودٌ is the khabar of إِنَّ in the emphatic predication.
ae:v3:s100:007:pass1:attach:a1	q:100:7:2	q:100:7:2	particle_complement	head-to-dependent	high		morphology;local_syntax	The suffix ـه in إِنَّهُ is the governed ism of إِنَّ.
ae:v3:s100:007:pass1:attach:a2	q:100:7:6	q:100:7:4	prep_complement	head-to-dependent	high	لَشَهِيدٌ | ذَلِكَ	case_government;local_syntax	عَلَىٰ ذَٰلِكَ gives the matter over which شَهِيدٌ applies.
ae:v3:s100:007:pass1:attach:a3	q:100:7:2	q:100:7:6	predication	head-to-dependent	high	وَإِنَّهُ | لَشَهِيدٌ	case_government;local_syntax	شَهِيدٌ is the khabar of إِنَّ in إِنَّهُ.
ae:v3:s100:008:pass1:attach:a1	q:100:8:1	q:100:8:1	particle_complement	head-to-dependent	high		morphology;local_syntax	The suffix ـه in وَإِنَّهُ is the governed ism of إِنَّ.
ae:v3:s100:008:pass1:attach:a2	q:100:8:5	q:100:8:3	prep_complement	head-to-dependent	high	لَشَدِيدٌ | لِحُبِّ	case_government;local_syntax	لِحُبِّ relates the intensity in لَشَدِيدٌ to love.
ae:v3:s100:008:pass1:attach:a3	q:100:8:3	q:100:8:4	idafa	head-to-dependent	high	لِحُبِّ | الْخَيْرِ	case_government;local_syntax	ٱلْخَيْرِ is the genitive complement of the construct noun حُبِّ.
ae:v3:s100:008:pass1:attach:a4	q:100:8:1	q:100:8:5	predication	head-to-dependent	high	وَإِنَّهُ|وَإِنَّهُ | لَشَدِيدٌ	case_government;local_syntax	لَشَدِيدٌ is the khabar of إِنَّ in وَإِنَّهُ.
ae:v3:s100:009:pass1:attach:a1	q:100:9:3	q:100:9:4	adverbial	head-to-dependent	high	يَعْلَمُ | إِذَا	local_syntax	إِذَا بُعْثِرَ مَا فِى ٱلْقُبُورِ supplies the temporal setting for يَعْلَمُ.
ae:v3:s100:009:pass1:attach:a2	q:100:9:5	q:100:9:6	subject	head-to-dependent	high	بُعْثِرَ | مَا	agreement;word_order	مَا is the overt passive subject of بُعْثِرَ.
ae:v3:s100:009:pass1:attach:a3	q:100:9:6	q:100:9:8	prep_complement	head-to-dependent	high	مَا | الْقُبُورِ	case_government;local_syntax	فِى ٱلْقُبُورِ completes مَا by specifying what is in the graves.
ae:v3:s100:010:pass1:attach:a1	q:100:10:2	q:100:10:3	subject	head-to-dependent	high	وَحُصِّلَ | مَا	agreement;word_order	مَا is the overt passive subject of حُصِّلَ.
ae:v3:s100:010:pass1:attach:a2	q:100:10:3	q:100:10:5	prep_complement	head-to-dependent	high	مَا | الصُّدُورِ	case_government;local_syntax	فِى ٱلصُّدُورِ completes مَا by specifying what is inside the chests.
ae:v3:s100:011:pass1:attach:a1	q:100:11:1	q:100:11:2	particle_complement	head-to-dependent	high	إِنَّ | رَبَّهُمْ	case_government;local_syntax	رَبَّهُم is the governed ism of إِنَّ.
ae:v3:s100:011:pass1:attach:a2	q:100:11:2	q:100:11:2	idafa	head-to-dependent	high	رَبَّهُمْ	morphology;local_syntax	The suffix ـهم in رَبَّهُم is the possessive complement of رَبَّ.
ae:v3:s100:011:pass1:attach:a3	q:100:11:7	q:100:11:4	prep_complement	head-to-dependent	high	لَخَبِيرٌ | بِهِمْ	case_government;local_syntax	بِهِمْ supplies the object of reference for خَبِيرٌ.
ae:v3:s100:011:pass1:attach:a4	q:100:11:7	q:100:11:5	adverbial	head-to-dependent	high	لَخَبِيرٌ | يَوْمَئِذٍ	case_government;local_syntax	يَوْمَئِذٍ is an accusative time adverb locating the predication of خَبِيرٌ.
ae:v3:s100:011:pass1:attach:a5	q:100:11:1	q:100:11:7	predication	head-to-dependent	high	إِنَّ | لَخَبِيرٌ	case_government;local_syntax	خَبِيرٌ is the khabar of إِنَّ in the emphatic clause.
