edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s018:084:pass1:attach:a4	q:18:84:2	q:18:84:5	prep_complement	head-to-dependent	high	مَكَّنَّا | الْأَرْضِ	case_government;local_syntax	فِى ٱلْأَرْضِ gives the domain in which مَكَّنَّا applies.
ae:v3:s018:084:pass1:attach:a5	q:18:84:2	q:18:84:7	conjoined	head-to-dependent	high	مَكَّنَّا | وَآتَيْنَاهُ	local_syntax	وَءَاتَيْنَٰهُ is coordinated with مَكَّنَّا.
ae:v3:s018:084:pass1:attach:a6	q:18:84:7	q:18:84:7	direct_object	head-to-dependent	high	وَآتَيْنَاهُ	morphology;local_syntax	The suffix هُ in ءَاتَيْنَٰهُ is an object of ءَاتَيْنَا.
ae:v3:s018:084:pass1:attach:a7	q:18:84:7	q:18:84:9	prep_complement	head-to-dependent	high	وَآتَيْنَاهُ | كُلِّ	case_government;local_syntax	مِن كُلِّ شَىْءٍ gives the source or range of what was given by ءَاتَيْنَٰهُ.
ae:v3:s018:084:pass1:attach:a8	q:18:84:9	q:18:84:10	idafa	head-to-dependent	high	كُلِّ | شَيْءٍ	morphology	شَىْءٍ is the genitive complement of the construct كُلِّ.
ae:v3:s018:084:pass1:attach:a9	q:18:84:7	q:18:84:11	direct_object	head-to-dependent	high	وَآتَيْنَاهُ | سَبَبَاً	case_government;local_syntax	سَبَبًا is the explicit accusative thing given by ءَاتَيْنَٰهُ.
ae:v3:s018:085:pass1:attach:a1	q:18:85:2	q:18:85:3	direct_object	head-to-dependent	high	فَأَتْبَعَ | سَبَبَاً	case_government;local_syntax	سَبَبًا is the accusative object of أَتْبَعَ.
ae:v3:s018:086:pass1:attach:a1	q:18:86:3	q:18:86:4	direct_object	head-to-dependent	high	بَلَغَ | مَغْرِبَ	case_government;local_syntax	مَغْرِبَ is the accusative object of بَلَغَ.
ae:v3:s018:086:pass1:attach:a2	q:18:86:4	q:18:86:5	idafa	head-to-dependent	high	مَغْرِبَ | الشَّمْسِ	morphology	ٱلشَّمْسِ is the genitive complement of the construct مَغْرِبَ.
ae:v3:s018:086:pass1:attach:a3	q:18:86:6	q:18:86:6	direct_object	head-to-dependent	high	وَجَدَهَا	morphology;local_syntax	The suffix هَا in وَجَدَهَا is the object of وَجَدَ.
ae:v3:s018:086:pass1:attach:a4	q:18:86:6	q:18:86:7	circumstantial	head-to-dependent	high	وَجَدَهَا | تَغْرُبُ	local_syntax	تَغْرُبُ فِى عَيْنٍ حَمِئَةٍ is the ḥāl clause describing the object هَا of وَجَدَهَا.
ae:v3:s018:086:pass1:attach:a5	q:18:86:7	q:18:86:9	prep_complement	head-to-dependent	high	تَغْرُبُ | عَيْنٍ	case_government;local_syntax	فِى عَيْنٍ is the locative complement of تَغْرُبُ.
ae:v3:s018:086:pass1:attach:a6	q:18:86:9	q:18:86:10	adjective	head-to-dependent	high	عَيْنٍ | حَمِئَةٍ	agreement;local_syntax	حَمِئَةٍ agrees with عَيْنٍ as its adjective.
ae:v3:s018:086:pass1:attach:a7	q:18:86:6	q:18:86:12	conjoined	head-to-dependent	high	وَجَدَهَا | وَوَجَدَ	local_syntax	وَوَجَدَ coordinates the second finding with وَجَدَهَا.
ae:v3:s018:086:pass1:attach:a8	q:18:86:12	q:18:86:13	adverbial	head-to-dependent	high	وَوَجَدَ | عِنْدَهَا	local_syntax	عِندَهَا marks the place where وَجَدَ قَوْمًا.
ae:v3:s018:086:pass1:attach:a9	q:18:86:13	q:18:86:13	idafa	head-to-dependent	high	عِنْدَهَا	morphology	The suffix هَا in عِندَهَا is the genitive possessor of عِندَ.
ae:v3:s018:086:pass1:attach:a10	q:18:86:12	q:18:86:14	direct_object	head-to-dependent	high	وَوَجَدَ | قَوْمَاً	case_government;local_syntax	قَوْمًا is the accusative object of وَجَدَ.
ae:v3:s018:086:pass1:attach:a11	q:18:86:15	q:18:86:16	quoted_complement	head-to-dependent	high	قُلْنَا | يَاذَا	local_syntax	يَٰذَا ٱلْقَرْنَيْنِ إِمَّا أَن تُعَذِّبَ وَإِمَّا أَن تَتَّخِذَ فِيهِمْ حُسْنًا is the direct utterance governed by قُلْنَا.
ae:v3:s018:086:pass1:attach:a12	q:18:86:16	q:18:86:17	vocative	head-to-dependent	high	يَاذَا | يَاذَا	local_syntax	ذَا is the vocative noun introduced by يَٰ.
ae:v3:s018:086:pass1:attach:a13	q:18:86:17	q:18:86:18	idafa	head-to-dependent	high	يَاذَا | الْقَرْنَيْنِ	morphology	ٱلْقَرْنَيْنِ is the genitive complement of the construct ذَا.
ae:v3:s018:086:pass1:attach:a14	q:18:86:21	q:18:86:25	conjoined	head-to-dependent	high	تُعَذِّبَ | تَتَّخِذَ	parallelism;local_syntax	تَتَّخِذَ is coordinated with تُعَذِّبَ as the second إِمَّا alternative.
ae:v3:s018:086:pass1:attach:a15	q:18:86:25	q:18:86:26	prep_complement	head-to-dependent	high	تَتَّخِذَ	case_government;local_syntax	فِيهِمْ supplies the governed prepositional complement of تَتَّخِذَ.
ae:v3:s018:086:pass1:attach:a16	q:18:86:25	q:18:86:27	direct_object	head-to-dependent	high	تَتَّخِذَ | حُسْنَاً	case_government;local_syntax	حُسْنًا is the accusative object of تَتَّخِذَ.
ae:v3:s018:087:pass1:attach:a1	q:18:87:1	q:18:87:2	quoted_complement	head-to-dependent	high	قَالَ | أَمَّا	local_syntax	أَمَّا مَن ظَلَمَ through نُّكْرًا is the full quoted content of قَالَ.
ae:v3:s018:087:pass1:attach:a2	q:18:87:4	q:18:87:3	subject	head-to-dependent	high	ظَلَمَ | مَنْ	local_syntax	مَن is the subject of ظَلَمَ.
ae:v3:s018:087:pass1:attach:a3	q:18:87:7	q:18:87:7	direct_object	head-to-dependent	high	نُعَذِّبُهُ	morphology;local_syntax	The suffix هُ in نُعَذِّبُهُ is the object of نُعَذِّبُ.
ae:v3:s018:087:pass1:attach:a4	q:18:87:7	q:18:87:9	conjoined	head-to-dependent	high	نُعَذِّبُهُ | يُرَدُّ	local_syntax	ثُمَّ يُرَدُّ is sequenced after نُعَذِّبُهُ.
ae:v3:s018:087:pass1:attach:a5	q:18:87:9	q:18:87:11	prep_complement	head-to-dependent	high	يُرَدُّ | رَبِّهِ	case_government;local_syntax	إِلَىٰ رَبِّهِ gives the destination of يُرَدُّ.
ae:v3:s018:087:pass1:attach:a6	q:18:87:11	q:18:87:11	idafa	head-to-dependent	high	رَبِّهِ	morphology	The suffix هِ in رَبِّهِ is the genitive possessor.
ae:v3:s018:087:pass1:attach:a7	q:18:87:9	q:18:87:13	conjoined	head-to-dependent	high	يُرَدُّ | فَيُعَذِّبُهُ	local_syntax	فَيُعَذِّبُهُ follows from يُرَدُّ as a coordinated consequence.
ae:v3:s018:087:pass1:attach:a8	q:18:87:13	q:18:87:13	direct_object	head-to-dependent	high	فَيُعَذِّبُهُ	morphology;local_syntax	The suffix هُ in يُعَذِّبُهُ is the object of يُعَذِّبُ.
ae:v3:s018:087:pass1:attach:a9	q:18:87:13	q:18:87:14	cognate_acc	head-to-dependent	high	فَيُعَذِّبُهُ | عَذَابَاً	case_government;local_syntax	عَذَابًا is the cognate accusative of يُعَذِّبُهُ.
ae:v3:s018:087:pass1:attach:a10	q:18:87:14	q:18:87:15	adjective	head-to-dependent	high	عَذَابَاً | نُكْرَاً	agreement;local_syntax	نُّكْرًا qualifies عَذَابًا and matches it in accusative indefiniteness.
ae:v3:s018:088:pass1:attach:a1	q:18:88:4	q:18:88:3	subject	head-to-dependent	high	آمَنَ | مَنْ	local_syntax	مَنْ is the subject of ءَامَنَ.
ae:v3:s018:088:pass1:attach:a2	q:18:88:4	q:18:88:6	conjoined	head-to-dependent	high	آمَنَ | وَعَمِلَ	parallelism;local_syntax	وَعَمِلَ is coordinated with ءَامَنَ under مَنْ.
ae:v3:s018:088:pass1:attach:a3	q:18:88:6	q:18:88:7	direct_object	head-to-dependent	high	وَعَمِلَ | صَالِحَاً	case_government;local_syntax	صَٰلِحًا is the accusative object of عَمِلَ.
ae:v3:s018:088:pass1:attach:a4	q:18:88:10	q:18:88:9	prep_complement	head-to-dependent	high	جَزَاءً	case_government;local_syntax	لَهُۥ is the fronted prepositional predicate associated with جَزَاءً.
ae:v3:s018:088:pass1:attach:a5	q:18:88:10	q:18:88:9	predication	head-to-dependent	high	جَزَاءً | فَلَهُ	local_syntax	لَهُۥ predicates possession or benefit of جَزَاءً.
ae:v3:s018:088:pass1:attach:a6	q:18:88:10	q:18:88:11	apposition	head-to-dependent	medium	جَزَاءً | الْحُسْنَى	local_syntax	ٱلْحُسْنَىٰ identifies the excellent reward associated with جَزَاءً.
ae:v3:s018:088:pass1:attach:a7	q:18:88:9	q:18:88:13	conjoined	head-to-dependent	high	فَلَهُ | وَسَنَقُولُ	local_syntax	وَسَنَقُولُ adds a coordinated verbal promise after فَلَهُۥ جَزَاءً.
ae:v3:s018:088:pass1:attach:a8	q:18:88:13	q:18:88:14	prep_complement	head-to-dependent	high	وَسَنَقُولُ	case_government;local_syntax	لَهُۥ marks the addressee or beneficiary of سَنَقُولُ.
ae:v3:s018:088:pass1:attach:a9	q:18:88:17	q:18:88:16	prep_complement	head-to-dependent	high	يُسْرَاً | أَمْرِنَا	case_government;local_syntax	مِنْ أَمْرِنَا specifies the source or domain of يُسْرًا.
ae:v3:s018:088:pass1:attach:a10	q:18:88:16	q:18:88:16	idafa	head-to-dependent	high	أَمْرِنَا	morphology	The suffix نَا in أَمْرِنَا is the genitive possessor.
ae:v3:s018:088:pass1:attach:a11	q:18:88:13	q:18:88:17	direct_object	head-to-dependent	high	وَسَنَقُولُ | يُسْرَاً	case_government;local_syntax	يُسْرًا is the uttered accusative object of سَنَقُولُ.
ae:v3:s018:089:pass1:attach:a1	q:18:89:2	q:18:89:3	direct_object	head-to-dependent	high	أَتْبَعَ | سَبَبَاً	case_government;local_syntax	سَبَبًا is the accusative object of أَتْبَعَ.
ae:v3:s018:090:pass1:attach:a1	q:18:90:3	q:18:90:4	direct_object	head-to-dependent	high	بَلَغَ | مَطْلِعَ	case_government;local_syntax	مَطْلِعَ is the accusative object of بَلَغَ.
ae:v3:s018:090:pass1:attach:a2	q:18:90:4	q:18:90:5	idafa	head-to-dependent	high	مَطْلِعَ | الشَّمْسِ	morphology	ٱلشَّمْسِ is the genitive complement of the construct مَطْلِعَ.
ae:v3:s018:090:pass1:attach:a3	q:18:90:6	q:18:90:6	direct_object	head-to-dependent	high	وَجَدَهَا	morphology;local_syntax	The suffix هَا in وَجَدَهَا is the object of وَجَدَ.
ae:v3:s018:090:pass1:attach:a4	q:18:90:6	q:18:90:7	circumstantial	head-to-dependent	high	وَجَدَهَا | تَطْلُعُ	local_syntax	تَطْلُعُ عَلَىٰ قَوْمٍ لَّمْ نَجْعَل لَّهُم مِّن دُونِهَا سِتْرًا is the ḥāl clause for the object هَا.
ae:v3:s018:090:pass1:attach:a5	q:18:90:7	q:18:90:9	prep_complement	head-to-dependent	high	تَطْلُعُ | قَوْمٍ	case_government;local_syntax	عَلَىٰ قَوْمٍ is the governed complement of تَطْلُعُ.
ae:v3:s018:090:pass1:attach:a6	q:18:90:9	q:18:90:10	adjective	head-to-dependent	high	قَوْمٍ | لَمْ	local_syntax	لَّمْ نَجْعَل لَّهُم مِّن دُونِهَا سِتْرًا qualifies the indefinite قَوْمٍ.
ae:v3:s018:090:pass1:attach:a7	q:18:90:11	q:18:90:13	prep_complement	head-to-dependent	high	نَجْعَلْ | لَهُمْ	case_government;local_syntax	لَّهُم supplies the beneficiary complement of نَجْعَل.
ae:v3:s018:090:pass1:attach:a8	q:18:90:16	q:18:90:15	prep_complement	head-to-dependent	high	سِتْرَاً | دُونِهَا	case_government;local_syntax	مِّن دُونِهَا specifies protection away from the sun for سِتْرًا.
ae:v3:s018:090:pass1:attach:a9	q:18:90:15	q:18:90:15	idafa	head-to-dependent	high	دُونِهَا	morphology	The suffix هَا in دُونِهَا is the genitive possessor.
ae:v3:s018:090:pass1:attach:a10	q:18:90:11	q:18:90:16	direct_object	head-to-dependent	high	نَجْعَلْ | سِتْرَاً	case_government;local_syntax	سِتْرًا is the accusative object of نَجْعَل.
ae:v3:s018:091:pass1:attach:a1	q:18:91:5	q:18:91:2	prep_complement	head-to-dependent	medium	أَحَطْنَا | كَذَلِكَ	case_government;local_syntax	ذَٰلِكَ is governed by كَ in the adverbial كَذَٰلِكَ tied to أَحَطْنَا.
ae:v3:s018:091:pass1:attach:a2	q:18:91:5	q:18:91:7	prep_complement	head-to-dependent	high	أَحَطْنَا | بِمَا	case_government;local_syntax	مَا is governed by بِ as the complement of أَحَطْنَا.
ae:v3:s018:091:pass1:attach:a3	q:18:91:7	q:18:91:8	predication	head-to-dependent	medium	بِمَا | لَدَيْهِ	local_syntax	لَدَيْهِ supplies the ṣila content for مَا.
ae:v3:s018:091:pass1:attach:a4	q:18:91:5	q:18:91:9	accusative_specification	head-to-dependent	high	أَحَطْنَا | خُبْرَاً	case_government;local_syntax	خُبْرًا specifies the manner or extent of أَحَطْنَا.
ae:v3:s018:091:pass1:attach:a5	q:18:91:8	q:18:91:8	idafa	head-to-dependent	high	لَدَيْهِ	morphology;local_syntax	The possessive suffix in لَدَيْهِ is a genitive possessor attached to the same word.
ae:v3:s018:092:pass1:attach:a1	q:18:92:2	q:18:92:3	direct_object	head-to-dependent	high	أَتْبَعَ | سَبَبَاً	case_government;word_order	سَبَبًا is the accusative object of أَتْبَعَ.
ae:v3:s018:093:pass1:attach:a1	q:18:93:3	q:18:93:4	adverbial	head-to-dependent	high	بَلَغَ | بَيْنَ	case_government;local_syntax	بَيْنَ locates the reaching expressed by بَلَغَ.
ae:v3:s018:093:pass1:attach:a2	q:18:93:4	q:18:93:5	idafa	head-to-dependent	high	بَيْنَ | السَّدَّيْنِ	case_government;local_syntax	ٱلسَّدَّيْنِ is the genitive complement of بَيْنَ.
ae:v3:s018:093:pass1:attach:a3	q:18:93:6	q:18:93:8	prep_complement	head-to-dependent	high	وَجَدَ | دُونِهِمَا	case_government;local_syntax	دُونِهِمَا is governed by مِنْ with وَجَدَ.
ae:v3:s018:093:pass1:attach:a4	q:18:93:6	q:18:93:9	direct_object	head-to-dependent	high	وَجَدَ | قَوْمَاً	case_government;word_order	قَوْمًا is the accusative object found by وَجَدَ.
ae:v3:s018:093:pass1:attach:a5	q:18:93:9	q:18:93:10	adjective	head-to-dependent	high	قَوْمَاً | لَا	local_syntax	لَّا يَكَادُونَ يَفْقَهُونَ قَوْلًا adjectivally characterizes قَوْمًا.
ae:v3:s018:093:pass1:attach:a6	q:18:93:11	q:18:93:12	clausal_complement	head-to-dependent	high	يَكَادُونَ | يَفْقَهُونَ	local_syntax	يَكَادُونَ governs the complement clause يَفْقَهُونَ قَوْلًا.
ae:v3:s018:093:pass1:attach:a7	q:18:93:12	q:18:93:13	direct_object	head-to-dependent	high	يَفْقَهُونَ | قَوْلَاً	case_government;word_order	قَوْلًا is the object of يَفْقَهُونَ.
ae:v3:s018:093:pass1:attach:a8	q:18:93:6	q:18:93:2	adverbial	head-to-dependent	high	وَجَدَ | إِذَا	local_syntax	إِذَا with بَلَغَ بَيْنَ ٱلسَّدَّيْنِ sets the temporal condition for وَجَدَ.
ae:v3:s018:093:pass1:attach:a9	q:18:93:8	q:18:93:8	idafa	head-to-dependent	high	دُونِهِمَا	morphology;local_syntax	The possessive suffix in دُونِهِمَا is a genitive possessor attached to the same word.
ae:v3:s018:094:pass1:attach:a1	q:18:94:1	q:18:94:2	quoted_complement	head-to-dependent	high	قَالُوا | يَاذَا	local_syntax	The full utterance يَا ذَا ٱلْقَرْنَيْنِ … سَدًّا is the quoted content of قَالُوا.
ae:v3:s018:094:pass1:attach:a2	q:18:94:2	q:18:94:3	vocative	head-to-dependent	high	يَاذَا | يَاذَا	local_syntax	ذَا is the vocative noun called by يَا.
ae:v3:s018:094:pass1:attach:a3	q:18:94:3	q:18:94:4	idafa	head-to-dependent	high	يَاذَا | الْقَرْنَيْنِ	case_government;local_syntax	ٱلْقَرْنَيْنِ is the genitive complement of construct ذَا.
ae:v3:s018:094:pass1:attach:a4	q:18:94:5	q:18:94:6	particle_complement	head-to-dependent	high	إِنَّ | يَأْجُوجَ	case_government;local_syntax	يَأْجُوجَ is governed as the ism of إِنَّ.
ae:v3:s018:094:pass1:attach:a5	q:18:94:6	q:18:94:8	conjoined	head-to-dependent	high	يَأْجُوجَ | وَمَأْجُوجَ	parallelism;local_syntax	مَأْجُوجَ is coordinated with يَأْجُوجَ by وَ.
ae:v3:s018:094:pass1:attach:a6	q:18:94:5	q:18:94:9	predication	head-to-dependent	high	إِنَّ | مُفْسِدُونَ	case_government;local_syntax	مُفْسِدُونَ is the khabar governed under إِنَّ.
ae:v3:s018:094:pass1:attach:a7	q:18:94:9	q:18:94:11	prep_complement	head-to-dependent	high	مُفْسِدُونَ | الْأَرْضِ	case_government;local_syntax	ٱلْأَرْضِ is governed by فِي as the domain of مُفْسِدُونَ.
ae:v3:s018:094:pass1:attach:a8	q:18:94:14	q:18:94:16	direct_object	head-to-dependent	high	نَجْعَلُ | خَرْجَاً	case_government;word_order	خَرْجًا is the accusative object of نَجْعَلُ.
ae:v3:s018:094:pass1:attach:a9	q:18:94:14	q:18:94:15	prep_complement	head-to-dependent	high	نَجْعَلُ	case_government;local_syntax	The pronoun in لَكَ is governed by the prefixed لِ as beneficiary of نَجْعَلُ.
ae:v3:s018:094:pass1:attach:a10	q:18:94:14	q:18:94:18	prep_complement	head-to-dependent	high	نَجْعَلُ | أَنْ	case_government;local_syntax	عَلَى governs the أَنْ تَجْعَلَ clause as the condition attached to نَجْعَلُ.
ae:v3:s018:094:pass1:attach:a11	q:18:94:18	q:18:94:19	particle_complement	head-to-dependent	high	أَنْ | تَجْعَلَ	local_syntax	تَجْعَلَ is governed by أَنْ in the subordinate clause.
ae:v3:s018:094:pass1:attach:a12	q:18:94:19	q:18:94:20	adverbial	head-to-dependent	high	تَجْعَلَ | بَيْنَنَا	case_government;local_syntax	بَيْنَنَا locates the making expressed by تَجْعَلَ.
ae:v3:s018:094:pass1:attach:a13	q:18:94:20	q:18:94:22	conjoined	head-to-dependent	high	بَيْنَنَا | وَبَيْنَهُمْ	parallelism;local_syntax	بَيْنَهُمْ is coordinated with بَيْنَنَا by وَ.
ae:v3:s018:094:pass1:attach:a14	q:18:94:19	q:18:94:23	direct_object	head-to-dependent	high	تَجْعَلَ | سَدَّاً	case_government;word_order	سَدًّا is the accusative object of تَجْعَلَ.
ae:v3:s018:094:pass1:attach:a15	q:18:94:20	q:18:94:20	idafa	head-to-dependent	high	بَيْنَنَا	morphology;local_syntax	The possessive suffix in بَيْنَنَا is a genitive possessor attached to the same word.
ae:v3:s018:094:pass1:attach:a16	q:18:94:22	q:18:94:22	idafa	head-to-dependent	high	وَبَيْنَهُمْ	morphology;local_syntax	The possessive suffix in بَيْنَهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:095:pass1:attach:a1	q:18:95:1	q:18:95:2	quoted_complement	head-to-dependent	high	قَالَ | مَا	local_syntax	The utterance مَا مَكَّنِّي … رَدْمًا is the quoted content of قَالَ.
ae:v3:s018:095:pass1:attach:a2	q:18:95:3	q:18:95:3	direct_object	head-to-dependent	high	مَكَّنِّي	morphology;local_syntax	The suffix نِي on مَكَّنِّي is the object pronoun governed by the verb.
ae:v3:s018:095:pass1:attach:a3	q:18:95:3	q:18:95:4	prep_complement	head-to-dependent	high	مَكَّنِّي	case_government;local_syntax	The pronoun in فِيهِ is governed by فِي as complement of مَكَّنِّي.
ae:v3:s018:095:pass1:attach:a4	q:18:95:3	q:18:95:5	subject	head-to-dependent	high	مَكَّنِّي | رَبِّي	agreement;word_order	رَبِّي is the explicit subject of مَكَّنِّي.
ae:v3:s018:095:pass1:attach:a5	q:18:95:2	q:18:95:6	predication	head-to-dependent	high	مَا | خَيْرٌ	case_government;local_syntax	خَيْرٌ is the predicate of the relative subject مَا.
ae:v3:s018:095:pass1:attach:a6	q:18:95:8	q:18:95:8	direct_object	head-to-dependent	high	فَأَعِينُونِي	morphology;local_syntax	The suffix نِي on أَعِينُونِي is the object pronoun of the imperative.
ae:v3:s018:095:pass1:attach:a7	q:18:95:8	q:18:95:10	prep_complement	head-to-dependent	high	فَأَعِينُونِي | بِقُوَّةٍ	case_government;local_syntax	قُوَّةٍ is governed by بِ as the instrument for أَعِينُونِي.
ae:v3:s018:095:pass1:attach:a8	q:18:95:11	q:18:95:12	adverbial	head-to-dependent	high	أَجْعَلْ | بَيْنَكُمْ	case_government;local_syntax	بَيْنَكُمْ locates the making expressed by أَجْعَلْ.
ae:v3:s018:095:pass1:attach:a9	q:18:95:12	q:18:95:14	conjoined	head-to-dependent	high	بَيْنَكُمْ | وَبَيْنَهُمْ	parallelism;local_syntax	بَيْنَهُمْ is coordinated with بَيْنَكُمْ by وَ.
ae:v3:s018:095:pass1:attach:a10	q:18:95:11	q:18:95:15	direct_object	head-to-dependent	high	أَجْعَلْ | رَدْمَاً	case_government;word_order	رَدْمًا is the accusative object of أَجْعَلْ.
ae:v3:s018:095:pass1:attach:a11	q:18:95:5	q:18:95:5	idafa	head-to-dependent	high	رَبِّي	morphology;local_syntax	The possessive suffix in رَبِّي is a genitive possessor attached to the same word.
ae:v3:s018:095:pass1:attach:a12	q:18:95:12	q:18:95:12	idafa	head-to-dependent	high	بَيْنَكُمْ	morphology;local_syntax	The possessive suffix in بَيْنَكُمْ is a genitive possessor attached to the same word.
ae:v3:s018:095:pass1:attach:a13	q:18:95:14	q:18:95:14	idafa	head-to-dependent	high	وَبَيْنَهُمْ	morphology;local_syntax	The possessive suffix in بَيْنَهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:096:pass1:attach:a1	q:18:96:1	q:18:96:1	direct_object	head-to-dependent	high	آتُونِي	morphology;local_syntax	The suffix نِي on ءَاتُونِي is the first object pronoun of the imperative.
ae:v3:s018:096:pass1:attach:a2	q:18:96:1	q:18:96:2	direct_object	head-to-dependent	high	آتُونِي | زُبَرَ	case_government;word_order	زُبَرَ is the explicit object brought by ءَاتُونِي.
ae:v3:s018:096:pass1:attach:a3	q:18:96:2	q:18:96:3	idafa	head-to-dependent	high	زُبَرَ | الْحَدِيدِ	case_government;local_syntax	ٱلْحَدِيدِ is the genitive complement of زُبَرَ.
ae:v3:s018:096:pass1:attach:a4	q:18:96:6	q:18:96:7	adverbial	head-to-dependent	high	سَاوَى | بَيْنَ	case_government;local_syntax	بَيْنَ locates the leveling expressed by سَاوَى.
ae:v3:s018:096:pass1:attach:a5	q:18:96:7	q:18:96:8	idafa	head-to-dependent	high	بَيْنَ | الصَّدَفَيْنِ	case_government;local_syntax	ٱلصَّدَفَيْنِ is the genitive complement of بَيْنَ.
ae:v3:s018:096:pass1:attach:a6	q:18:96:9	q:18:96:10	quoted_complement	head-to-dependent	high	قَالَ | انْفُخُوا	local_syntax	ٱنفُخُوا is the quoted command of قَالَ.
ae:v3:s018:096:pass1:attach:a7	q:18:96:13	q:18:96:13	direct_object	head-to-dependent	high	جَعَلَهُ	morphology;local_syntax	The suffix هُ on جَعَلَهُ is the first object of جَعَلَ.
ae:v3:s018:096:pass1:attach:a8	q:18:96:13	q:18:96:14	direct_object	head-to-dependent	high	جَعَلَهُ | نَارَاً	case_government;word_order	نَارًا is the second object complement of جَعَلَهُ.
ae:v3:s018:096:pass1:attach:a9	q:18:96:15	q:18:96:16	quoted_complement	head-to-dependent	high	قَالَ | آتُونِي	local_syntax	ءَاتُونِي أُفْرِغْ عَلَيْهِ قِطْرًا is the quoted command of قَالَ.
ae:v3:s018:096:pass1:attach:a10	q:18:96:16	q:18:96:16	direct_object	head-to-dependent	high	آتُونِي	morphology;local_syntax	The suffix نِي on ءَاتُونِي is the object pronoun of the imperative.
ae:v3:s018:096:pass1:attach:a11	q:18:96:17	q:18:96:18	prep_complement	head-to-dependent	high	أُفْرِغْ	case_government;local_syntax	The pronoun in عَلَيْهِ is governed by عَلَى as complement of أُفْرِغْ.
ae:v3:s018:096:pass1:attach:a12	q:18:96:17	q:18:96:19	direct_object	head-to-dependent	high	أُفْرِغْ | قِطْرَاً	case_government;word_order	قِطْرًا is the accusative object of أُفْرِغْ.
ae:v3:s018:096:pass1:attach:a13	q:18:96:9	q:18:96:5	adverbial	head-to-dependent	high	قَالَ | إِذَا	local_syntax	إِذَا with سَاوَى بَيْنَ ٱلصَّدَفَيْنِ sets the temporal condition for قَالَ.
ae:v3:s018:096:pass1:attach:a14	q:18:96:15	q:18:96:12	adverbial	head-to-dependent	high	قَالَ | إِذَا	local_syntax	إِذَا with جَعَلَهُ نَارًا sets the temporal condition for قَالَ.
ae:v3:s018:097:pass1:attach:a1	q:18:97:3	q:18:97:4	clausal_complement	head-to-dependent	high	اسْطَاعُوا | أَنْ	local_syntax	أَن يَظْهَرُوهُ is the governed complement of ٱسْطَاعُوا.
ae:v3:s018:097:pass1:attach:a2	q:18:97:4	q:18:97:5	particle_complement	head-to-dependent	high	أَنْ | يَظْهَرُوهُ	local_syntax	يَظْهَرُوهُ is governed by أَن in the infinitival clause.
ae:v3:s018:097:pass1:attach:a3	q:18:97:5	q:18:97:5	direct_object	head-to-dependent	high	يَظْهَرُوهُ	morphology;local_syntax	The suffix هُ on يَظْهَرُوهُ is the object pronoun of يَظْهَرُوا.
