attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:27:4:9	27:4	27:4	9	w-s027-a004-w007	27:4:7	m-w-s027-a004-w007-02	لَهُمْ		لـ	position_crosswalk	morpheme_aligned
q:27:4:10	27:4	27:4	10	w-s027-a004-w008	27:4:8	m-w-s027-a004-w008-01	أَعْمَالَهُمْ	ع م ل		position_crosswalk	morpheme_aligned
q:27:4:12	27:4	27:4	12	w-s027-a004-w009	27:4:9	m-w-s027-a004-w009-02	فَهُمْ			position_crosswalk	morpheme_aligned
q:27:4:13	27:4	27:4	13	w-s027-a004-w010	27:4:10	m-w-s027-a004-w010-01	يَعْمَهُونَ	ع م ه		position_crosswalk	morpheme_aligned
q:27:5:1	27:5	27:5	1	w-s027-a005-w001	27:5:1	m-w-s027-a005-w001-01	أُولَئِكَ	أ و ل		position_crosswalk	morpheme_aligned
q:27:5:2	27:5	27:5	2	w-s027-a005-w002	27:5:2	m-w-s027-a005-w002-01	الَّذِينَ	ل ل ذ		position_crosswalk	morpheme_aligned
q:27:5:3	27:5	27:5	3	w-s027-a005-w002	27:5:2	m-w-s027-a005-w002-01			لـ	surface_root_sequence_fallback	morpheme_aligned
q:27:5:4	27:5	27:5	4	w-s027-a005-w003	27:5:3	m-w-s027-a005-w003-02	لَهُمْ		لـ	position_crosswalk	morpheme_aligned
q:27:5:5	27:5	27:5	5	w-s027-a005-w004	27:5:4	m-w-s027-a005-w004-01	سُوءُ	س و أ	لـ	position_crosswalk	morpheme_aligned
q:27:5:6	27:5	27:5	6	w-s027-a005-w005	27:5:5	m-w-s027-a005-w005-02	الْعَذَابِ	ع ذ ب		position_crosswalk	morpheme_aligned
q:27:5:8	27:5	27:5	8	w-s027-a005-w006	27:5:6	m-w-s027-a005-w006-02	وَهُمْ			position_crosswalk	morpheme_aligned
q:27:5:9	27:5	27:5	9	w-s027-a005-w007	27:5:7	m-w-s027-a005-w007-01			فِي	position_crosswalk	morpheme_aligned
q:27:5:10	27:5	27:5	10	w-s027-a005-w008	27:5:8	m-w-s027-a005-w008-02	الْآخِرَةِ	أ خ ر	فِي	position_crosswalk	morpheme_aligned
q:27:5:11	27:5	27:5	11	w-s027-a005-w009	27:5:9	m-w-s027-a005-w009-01	هُمُ			position_crosswalk	morpheme_aligned
q:27:5:12	27:5	27:5	12	w-s027-a005-w010	27:5:10	m-w-s027-a005-w010-02	الْأَخْسَرُونَ	خ س ر	فِي	position_crosswalk	morpheme_aligned
q:27:6:4	27:6	27:6	4	w-s027-a006-w002	27:6:2	m-w-s027-a006-w002-02	لَتُلَقَّى	ل ق ي	مِن	position_crosswalk	morpheme_aligned
q:27:6:5	27:6	27:6	5	w-s027-a006-w003	27:6:3	m-w-s027-a006-w003-02	الْقُرْآنَ	ق ر ء		position_crosswalk	morpheme_aligned
q:27:6:6	27:6	27:6	6	w-s027-a006-w004	27:6:4	m-w-s027-a006-w004-01			مِن	position_crosswalk	morpheme_aligned
q:27:6:7	27:6	27:6	7	w-s027-a006-w005	27:6:5	m-w-s027-a006-w005-01	لَدُنْ	ل د ن	مِن	position_crosswalk	morpheme_aligned
q:27:6:8	27:6	27:6	8	w-s027-a006-w006	27:6:6	m-w-s027-a006-w006-01	حَكِيمٍ	ح ك م		position_crosswalk	morpheme_aligned
q:27:6:9	27:6	27:6	9	w-s027-a006-w007	27:6:7	m-w-s027-a006-w007-01	عَلِيمٍ	ع ل م		position_crosswalk	morpheme_aligned
q:27:7:2	27:7	27:7	2	w-s027-a007-w002	27:7:2	m-w-s027-a007-w002-01	قَالَ	ق و ل	لـ	position_crosswalk	morpheme_aligned
q:27:7:3	27:7	27:7	3	w-s027-a007-w003	27:7:3	m-w-s027-a007-w003-01	مُوسَى			position_crosswalk	morpheme_aligned
q:27:7:4	27:7	27:7	4	w-s027-a007-w004	27:7:4	m-w-s027-a007-w004-01			لـ	position_crosswalk	morpheme_aligned
q:27:7:5	27:7	27:7	5	w-s027-a007-w004	27:7:4	m-w-s027-a007-w004-02	لِأَهْلِهِ	أ ه ل	لـ	position_crosswalk	morpheme_aligned
q:27:7:6	27:7	27:7	6	w-s027-a007-w005	27:7:5	m-w-s027-a007-w005-01;m-w-s027-a007-w005-02	إِنِّي			position_crosswalk	morpheme_aligned
q:27:7:7	27:7	27:7	7	w-s027-a007-w006	27:7:6	m-w-s027-a007-w006-01	آنَسْتُ	أ ن س		position_crosswalk	morpheme_aligned
q:27:7:8	27:7	27:7	8	w-s027-a007-w007	27:7:7	m-w-s027-a007-w007-01	نَارَاً	ن و ر		position_crosswalk	morpheme_aligned
q:27:7:9	27:7	27:7	9	w-s027-a007-w008	27:7:8	m-w-s027-a007-w008-02;m-w-s027-a007-w008-03	سَآتِيكُمْ	أ ت ي	مِن;بـ	position_crosswalk	morpheme_aligned
q:27:7:10	27:7	27:7	10	w-s027-a007-w009	27:7:9	m-w-s027-a007-w009-02;m-w-s027-a007-w009-01			مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:7:11	27:7	27:7	11	w-s027-a007-w010	27:7:10	m-w-s027-a007-w010-01			بـ	surface_root_sequence_fallback	morpheme_aligned
q:27:7:12	27:7	27:7	12	w-s027-a007-w010	27:7:10	m-w-s027-a007-w010-02	بِخَبَرٍ	خ ب ر	بـ	position_crosswalk	morpheme_aligned
q:27:7:14	27:7	27:7	14	w-s027-a007-w012	27:7:12	m-w-s027-a007-w012-01;m-w-s027-a007-w012-02	آتِيكُمْ	ت ي ه	بـ	surface_root_sequence_fallback	morpheme_aligned
q:27:7:15	27:7	27:7	15	w-s027-a007-w013	27:7:13	m-w-s027-a007-w013-01			بـ	surface_root_sequence_fallback	morpheme_aligned
q:27:7:16	27:7	27:7	16	w-s027-a007-w013	27:7:13	m-w-s027-a007-w013-02	بِشِهَابٍ	ش ه ب	بـ	position_crosswalk	morpheme_aligned
q:27:7:17	27:7	27:7	17	w-s027-a007-w014	27:7:14	m-w-s027-a007-w014-01	قَبَسٍ	ق ب س		surface_root_sequence_fallback	morpheme_aligned
q:27:7:18	27:7	27:7	18	w-s027-a007-w015	27:7:15	m-w-s027-a007-w015-01;m-w-s027-a007-w015-02	لَعَلَّكُمْ	ل ع ل		surface_root_sequence_fallback	morpheme_aligned
q:27:7:19	27:7	27:7	19	w-s027-a007-w016	27:7:16	m-w-s027-a007-w016-01	تَصْطَلُونَ	ص ل ي		surface_root_sequence_fallback	morpheme_aligned
q:27:8:3	27:8	27:8	3	w-s027-a008-w002	27:8:2	m-w-s027-a008-w002-01;m-w-s027-a008-w002-02	جَاءَهَا	ج ي أ		position_crosswalk	morpheme_aligned
q:27:8:4	27:8	27:8	4	w-s027-a008-w003	27:8:3	m-w-s027-a008-w003-01	نُودِيَ	ن د و		position_crosswalk	morpheme_aligned
q:27:8:5	27:8	27:8	5	w-s027-a008-w004	27:8:4	m-w-s027-a008-w004-01	أَنْ			position_crosswalk	morpheme_aligned
q:27:8:6	27:8	27:8	6	w-s027-a008-w005	27:8:5	m-w-s027-a008-w005-01	بُورِكَ	ب ر ك		position_crosswalk	morpheme_aligned
q:27:8:7	27:8	27:8	7	w-s027-a008-w006	27:8:6	m-w-s027-a008-w006-01	مَنْ	م ن ن	فِي	position_crosswalk	morpheme_aligned
q:27:8:8	27:8	27:8	8	w-s027-a008-w007	27:8:7	m-w-s027-a008-w007-01			فِي	position_crosswalk	morpheme_aligned
q:27:8:9	27:8	27:8	9	w-s027-a008-w008	27:8:8	m-w-s027-a008-w008-02	النَّارِ	ن و ر	فِي	position_crosswalk	morpheme_aligned
q:27:8:11	27:8	27:8	11	w-s027-a008-w009	27:8:9	m-w-s027-a008-w009-02	وَمَنْ	م ن ن		position_crosswalk	morpheme_aligned
q:27:8:12	27:8	27:8	12	w-s027-a008-w010	27:8:10	m-w-s027-a008-w010-01	حَوْلَهَا	ح و ل		position_crosswalk	morpheme_aligned
q:27:8:14	27:8	27:8	14	w-s027-a008-w011	27:8:11	m-w-s027-a008-w011-02	وَسُبْحَانَ	س ب ح		position_crosswalk	morpheme_aligned
q:27:8:15	27:8	27:8	15	w-s027-a008-w012	27:8:12	m-w-s027-a008-w012-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:27:8:16	27:8	27:8	16	w-s027-a008-w013	27:8:13	m-w-s027-a008-w013-01	رَبِّ	ر ب ب		position_crosswalk	morpheme_aligned
q:27:8:17	27:8	27:8	17	w-s027-a008-w014	27:8:14	m-w-s027-a008-w014-02	الْعَالَمِينَ	ع ل م		position_crosswalk	morpheme_aligned
q:27:9:1	27:9	27:9	1	w-s027-a009-w001	27:9:1	m-w-s027-a009-w001-02	يَامُوسَى			derived_morpheme_unit	morpheme_aligned
q:27:9:2	27:9	27:9	2	w-s027-a009-w001	27:9:1	m-w-s027-a009-w001-02	يَامُوسَى			derived_morpheme_unit	morpheme_aligned
q:27:9:3	27:9	27:9	3	w-s027-a009-w002	27:9:2	m-w-s027-a009-w002-01;m-w-s027-a009-w002-02	إِنَّهُ			derived_morpheme_unit	morpheme_aligned
q:27:9:4	27:9	27:9	4	w-s027-a009-w003	27:9:3	m-w-s027-a009-w003-01	أَنَا			position_crosswalk	morpheme_aligned
q:27:9:5	27:9	27:9	5	w-s027-a009-w004	27:9:4	m-w-s027-a009-w004-01	اللَّهُ	أ ل ه		position_crosswalk	morpheme_aligned
q:27:9:6	27:9	27:9	6	w-s027-a009-w005	27:9:5	m-w-s027-a009-w005-02	الْعَزِيزُ	ع ز ز		position_crosswalk	morpheme_aligned
q:27:9:7	27:9	27:9	7	w-s027-a009-w006	27:9:6	m-w-s027-a009-w006-02	الْحَكِيمُ	ح ك م		position_crosswalk	morpheme_aligned
q:27:10:2	27:10	27:10	2	w-s027-a010-w001	27:10:1	m-w-s027-a010-w001-02	وَأَلْقِ	ل ق ي		position_crosswalk	morpheme_aligned
q:27:10:3	27:10	27:10	3	w-s027-a010-w002	27:10:2	m-w-s027-a010-w002-01	عَصَاكَ	ع ص ي		position_crosswalk	morpheme_aligned
q:27:10:6	27:10	27:10	6	w-s027-a010-w004	27:10:4	m-w-s027-a010-w004-01;m-w-s027-a010-w004-02	رَآهَا	ر أ ي		position_crosswalk	morpheme_aligned
q:27:10:7	27:10	27:10	7	w-s027-a010-w005	27:10:5	m-w-s027-a010-w005-01	تَهْتَزُّ	ه ز ز		position_crosswalk	morpheme_aligned
q:27:10:8	27:10	27:10	8	w-s027-a010-w006	27:10:6	m-w-s027-a010-w006-01;m-w-s027-a010-w006-02	كَأَنَّهَا	ك أ ن		position_crosswalk	morpheme_aligned
q:27:10:9	27:10	27:10	9	w-s027-a010-w007	27:10:7	m-w-s027-a010-w007-01	جَانٌّ	ج ن ن		position_crosswalk	morpheme_aligned
q:27:10:10	27:10	27:10	10	w-s027-a010-w008	27:10:8	m-w-s027-a010-w008-01	وَلَّى	و ل ي		position_crosswalk	morpheme_aligned
q:27:10:11	27:10	27:10	11	w-s027-a010-w009	27:10:9	m-w-s027-a010-w009-01	مُدْبِرَاً	د ب ر		position_crosswalk	morpheme_aligned
q:27:10:14	27:10	27:10	14	w-s027-a010-w011	27:10:11	m-w-s027-a010-w011-01	يُعَقِّبْ	ع ق ب		position_crosswalk	morpheme_aligned
q:27:10:15	27:10	27:10	15	w-s027-a010-w012	27:10:12	m-w-s027-a010-w012-02	يَامُوسَى			derived_morpheme_unit	morpheme_aligned
q:27:10:16	27:10	27:10	16	w-s027-a010-w012	27:10:12	m-w-s027-a010-w012-02	يَامُوسَى			derived_morpheme_unit	morpheme_aligned
q:27:10:19	27:10	27:10	19	w-s027-a010-w015	27:10:15	m-w-s027-a010-w015-01;m-w-s027-a010-w015-02	إِنِّي			position_crosswalk	morpheme_aligned
q:27:10:21	27:10	27:10	21	w-s027-a010-w017	27:10:17	m-w-s027-a010-w017-01	يَخَافُ	خ و ف		position_crosswalk	morpheme_aligned
q:27:10:22	27:10	27:10	22	w-s027-a010-w018	27:10:18	m-w-s027-a010-w018-01	لَدَيَّ	ل د د		position_crosswalk	morpheme_aligned
q:27:10:23	27:10	27:10	23	w-s027-a010-w019	27:10:19	m-w-s027-a010-w019-02	الْمُرْسَلُونَ	ر س ل		position_crosswalk	morpheme_aligned
q:27:11:1	27:11	27:11	1	w-s027-a011-w001	27:11:1	m-w-s027-a011-w001-01	إِلَّا	أ ل و		position_crosswalk	morpheme_aligned
q:27:11:2	27:11	27:11	2	w-s027-a011-w002	27:11:2	m-w-s027-a011-w002-01	مَنْ	م ن ن		position_crosswalk	morpheme_aligned
q:27:11:3	27:11	27:11	3	w-s027-a011-w003	27:11:3	m-w-s027-a011-w003-01	ظَلَمَ	ظ ل م		position_crosswalk	morpheme_aligned
q:27:11:5	27:11	27:11	5	w-s027-a011-w005	27:11:5	m-w-s027-a011-w005-01	بَدَّلَ	ب د ل		position_crosswalk	morpheme_aligned
q:27:11:6	27:11	27:11	6	w-s027-a011-w006	27:11:6	m-w-s027-a011-w006-01	حُسْنَاً	ح س ن		position_crosswalk	morpheme_aligned
q:27:11:7	27:11	27:11	7	w-s027-a011-w007	27:11:7	m-w-s027-a011-w007-01	بَعْدَ	ب ع د		position_crosswalk	morpheme_aligned
q:27:11:8	27:11	27:11	8	w-s027-a011-w008	27:11:8	m-w-s027-a011-w008-01	سُوءٍ	س و أ		position_crosswalk	morpheme_aligned
q:27:11:10	27:11	27:11	10	w-s027-a011-w009	27:11:9	m-w-s027-a011-w009-02;m-w-s027-a011-w009-03	فَإِنِّي			position_crosswalk	morpheme_aligned
q:27:11:11	27:11	27:11	11	w-s027-a011-w010	27:11:10	m-w-s027-a011-w010-01	غَفُورٌ	غ ف ر		position_crosswalk	morpheme_aligned
q:27:11:12	27:11	27:11	12	w-s027-a011-w011	27:11:11	m-w-s027-a011-w011-01	رَحِيمٌ	ر ح م		position_crosswalk	morpheme_aligned
q:27:12:2	27:12	27:12	2	w-s027-a012-w001	27:12:1	m-w-s027-a012-w001-02	وَأَدْخِلْ	د خ ل	فِي;إِلَى	position_crosswalk	morpheme_aligned
q:27:12:3	27:12	27:12	3	w-s027-a012-w002	27:12:2	m-w-s027-a012-w002-01	يَدَكَ	ي د ي		position_crosswalk	morpheme_aligned
q:27:12:4	27:12	27:12	4	w-s027-a012-w003	27:12:3	m-w-s027-a012-w003-01			فِي	position_crosswalk	morpheme_aligned
q:27:12:5	27:12	27:12	5	w-s027-a012-w004	27:12:4	m-w-s027-a012-w004-01	جَيْبِكَ	ج ي ب	فِي	position_crosswalk	morpheme_aligned
q:27:12:6	27:12	27:12	6	w-s027-a012-w005	27:12:5	m-w-s027-a012-w005-01	تَخْرُجْ	خ ر ج		position_crosswalk	morpheme_aligned
q:27:12:7	27:12	27:12	7	w-s027-a012-w006	27:12:6	m-w-s027-a012-w006-01	بَيْضَاءَ	ب ي ض	مِن	position_crosswalk	morpheme_aligned
q:27:12:8	27:12	27:12	8	w-s027-a012-w007	27:12:7	m-w-s027-a012-w007-01			مِن	position_crosswalk	morpheme_aligned
q:27:12:9	27:12	27:12	9	w-s027-a012-w008	27:12:8	m-w-s027-a012-w008-01	غَيْرِ	غ ي ر	مِن	position_crosswalk	morpheme_aligned
q:27:12:10	27:12	27:12	10	w-s027-a012-w009	27:12:9	m-w-s027-a012-w009-01	سُوءٍ	س و أ		position_crosswalk	morpheme_aligned
q:27:12:11	27:12	27:12	11	w-s027-a012-w010	27:12:10	m-w-s027-a012-w010-01			فِي	position_crosswalk	morpheme_aligned
q:27:12:12	27:12	27:12	12	w-s027-a012-w011	27:12:11	m-w-s027-a012-w011-01	تِسْعِ	ت س ع	فِي	position_crosswalk	morpheme_aligned
q:27:12:13	27:12	27:12	13	w-s027-a012-w012	27:12:12	m-w-s027-a012-w012-01	آيَاتٍ	أ ي ي		position_crosswalk	morpheme_aligned
q:27:12:14	27:12	27:12	14	w-s027-a012-w013	27:12:13	m-w-s027-a012-w013-01			إِلَى	position_crosswalk	morpheme_aligned
q:27:12:15	27:12	27:12	15	w-s027-a012-w014	27:12:14	m-w-s027-a012-w014-01	فِرْعَوْنَ	ف ر ع ن	إِلَى	position_crosswalk	morpheme_aligned
q:27:12:17	27:12	27:12	17	w-s027-a012-w015	27:12:15	m-w-s027-a012-w015-02	وَقَوْمِهِ	ق و م		position_crosswalk	morpheme_aligned
q:27:12:18	27:12	27:12	18	w-s027-a012-w016	27:12:16	m-w-s027-a012-w016-01;m-w-s027-a012-w016-02	إِنَّهُمْ			position_crosswalk	morpheme_aligned
q:27:12:19	27:12	27:12	19	w-s027-a012-w017	27:12:17	m-w-s027-a012-w017-01	كَانُوا	ك و ن		position_crosswalk	morpheme_aligned
q:27:12:20	27:12	27:12	20	w-s027-a012-w018	27:12:18	m-w-s027-a012-w018-01	قَوْمَاً	ق و م		position_crosswalk	morpheme_aligned
q:27:12:21	27:12	27:12	21	w-s027-a012-w019	27:12:19	m-w-s027-a012-w019-01	فَاسِقِينَ	ف س ق		position_crosswalk	morpheme_aligned
q:27:13:3	27:13	27:13	3	w-s027-a013-w002	27:13:2	m-w-s027-a013-w002-01;m-w-s027-a013-w002-02	جَاءَتْهُمْ	ج ي أ		position_crosswalk	morpheme_aligned
q:27:13:4	27:13	27:13	4	w-s027-a013-w003	27:13:3	m-w-s027-a013-w003-01	آيَاتُنَا	أ ي ي		position_crosswalk	morpheme_aligned
q:27:13:5	27:13	27:13	5	w-s027-a013-w004	27:13:4	m-w-s027-a013-w004-01	مُبْصِرَةً	ب ص ر		position_crosswalk	morpheme_aligned
q:27:13:6	27:13	27:13	6	w-s027-a013-w005	27:13:5	m-w-s027-a013-w005-01	قَالُوا	ق و ل		position_crosswalk	morpheme_aligned
q:27:13:7	27:13	27:13	7	w-s027-a013-w006	27:13:6	m-w-s027-a013-w006-01	هَذَا			position_crosswalk	morpheme_aligned
q:27:13:8	27:13	27:13	8	w-s027-a013-w007	27:13:7	m-w-s027-a013-w007-01	سِحْرٌ	س ح ر		position_crosswalk	morpheme_aligned
q:27:13:9	27:13	27:13	9	w-s027-a013-w008	27:13:8	m-w-s027-a013-w008-01	مُبِينٌ	ب ي ن		position_crosswalk	morpheme_aligned
q:27:14:2	27:14	27:14	2	w-s027-a014-w001	27:14:1	m-w-s027-a014-w001-02	وَجَحَدُوا	ج ح د	بـ	position_crosswalk	morpheme_aligned
q:27:14:3	27:14	27:14	3	w-s027-a014-w002	27:14:2	m-w-s027-a014-w002-02;m-w-s027-a014-w002-01			بـ	position_crosswalk	morpheme_aligned
q:27:14:5	27:14	27:14	5	w-s027-a014-w003	27:14:3	m-w-s027-a014-w003-02;m-w-s027-a014-w003-03	وَاسْتَيْقَنَتْهَا	ي ق ن		position_crosswalk	morpheme_aligned
q:27:14:6	27:14	27:14	6	w-s027-a014-w004	27:14:4	m-w-s027-a014-w004-01	أَنْفُسُهُمْ	ن ف س		surface_root_sequence_fallback	morpheme_aligned
q:27:14:7	27:14	27:14	7	w-s027-a014-w005	27:14:5	m-w-s027-a014-w005-01	ظُلْمَاً	ظ ل م		surface_root_sequence_fallback	morpheme_aligned
q:27:14:9	27:14	27:14	9	w-s027-a014-w006	27:14:6	m-w-s027-a014-w006-02	وَعُلُوَّاً	ع ل و		position_crosswalk	morpheme_aligned
q:27:14:11	27:14	27:14	11	w-s027-a014-w007	27:14:7	m-w-s027-a014-w007-02	فَانْظُرْ	ن ظ ر		position_crosswalk	morpheme_aligned
q:27:14:12	27:14	27:14	12	w-s027-a014-w008	27:14:8	m-w-s027-a014-w008-01	كَيْفَ	ك ي ف		surface_root_sequence_fallback	morpheme_aligned
q:27:14:13	27:14	27:14	13	w-s027-a014-w009	27:14:9	m-w-s027-a014-w009-01	كَانَ	ك و ن		surface_root_sequence_fallback	morpheme_aligned
q:27:14:14	27:14	27:14	14	w-s027-a014-w010	27:14:10	m-w-s027-a014-w010-01	عَاقِبَةُ	ع ق ب		surface_root_sequence_fallback	morpheme_aligned
q:27:14:15	27:14	27:14	15	w-s027-a014-w011	27:14:11	m-w-s027-a014-w011-02	الْمُفْسِدِينَ	ف س د		surface_root_sequence_fallback	morpheme_aligned
q:27:15:4	27:15	27:15	4	w-s027-a015-w002	27:15:2	m-w-s027-a015-w002-01	آتَيْنَا	أ ت ي		position_crosswalk	morpheme_aligned
q:27:15:5	27:15	27:15	5	w-s027-a015-w003	27:15:3	m-w-s027-a015-w003-01	دَاوُودَ	د و د		position_crosswalk	morpheme_aligned
q:27:15:7	27:15	27:15	7	w-s027-a015-w004	27:15:4	m-w-s027-a015-w004-02	وَسُلَيْمَانَ	س ل م		position_crosswalk	morpheme_aligned
q:27:15:8	27:15	27:15	8	w-s027-a015-w005	27:15:5	m-w-s027-a015-w005-01	عِلْمَاً	ع ل م		position_crosswalk	morpheme_aligned
q:27:15:10	27:15	27:15	10	w-s027-a015-w006	27:15:6	m-w-s027-a015-w006-02	وَقَالَا	ق و ل		position_crosswalk	morpheme_aligned
q:27:15:11	27:15	27:15	11	w-s027-a015-w007	27:15:7	m-w-s027-a015-w007-02	الْحَمْدُ	ح م د	لـ	position_crosswalk	morpheme_aligned
q:27:15:12	27:15	27:15	12	w-s027-a015-w007	27:15:7	m-w-s027-a015-w007-02			لـ	surface_root_sequence_fallback	morpheme_aligned
q:27:15:13	27:15	27:15	13	w-s027-a015-w008	27:15:8	m-w-s027-a015-w008-02	لِلَّهِ	أ ل ه	لـ	position_crosswalk	morpheme_aligned
q:27:15:14	27:15	27:15	14	w-s027-a015-w009	27:15:9	m-w-s027-a015-w009-01	الَّذِي	ل ل ذ		position_crosswalk	morpheme_aligned
q:27:15:15	27:15	27:15	15	w-s027-a015-w010	27:15:10	m-w-s027-a015-w010-01;m-w-s027-a015-w010-02	فَضَّلَنَا	ف ض ل	عَلَى	position_crosswalk	morpheme_aligned
q:27:15:16	27:15	27:15	16	w-s027-a015-w011	27:15:11	m-w-s027-a015-w011-01			عَلَى	position_crosswalk	morpheme_aligned
q:27:15:17	27:15	27:15	17	w-s027-a015-w012	27:15:12	m-w-s027-a015-w012-01	كَثِيرٍ	ك ث ر	عَلَى;مِن	position_crosswalk	morpheme_aligned
q:27:15:18	27:15	27:15	18	w-s027-a015-w013	27:15:13	m-w-s027-a015-w013-01			مِن	position_crosswalk	morpheme_aligned
q:27:15:19	27:15	27:15	19	w-s027-a015-w014	27:15:14	m-w-s027-a015-w014-01	عِبَادِهِ	ع ب د	مِن	position_crosswalk	morpheme_aligned
