surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
96	6	4	2	96:6:4:2	يَطْغَىٰٓ	طَغَىٰ	ط غ ي	ط غ ي	V	STEM	STEM|POS:V|IMPF|LEM:TagaY`|ROOT:Tgy|3MS	IMPF						
96	7	1	1	96:7:1:1	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an							
96	7	2	1	96:7:2:1	رَّءَا	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|3MS	PERF						
96	7	2	2	96:7:2:2	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
96	7	3	1	96:7:3:1	ٱسْتَغْنَىٰٓ	ٱسْتَغْنَىٰ	غ ن ي	غ ن ي	V	STEM	STEM|POS:V|PERF|(X)|LEM:{sotagonaY`|ROOT:gny|3MS	PERF			X			
96	8	1	1	96:8:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
96	8	2	1	96:8:2:1	إِلَىٰ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`							
96	8	3	1	96:8:3:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
96	8	3	2	96:8:3:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
96	8	4	1	96:8:4:1	ٱل				DET	PREFIX	PREFIX|Al+							
96	8	4	2	96:8:4:2	رُّجْعَىٰٓ	رُّجْعَىٰٓ	ر ج ع	ر ج ع	N	STEM	STEM|POS:N|LEM:r~ujoEaY`^|ROOT:rjE|F|ACC							
96	9	1	1	96:9:1:1	أَ				INTG	PREFIX	PREFIX|A:INTG+							
96	9	1	2	96:9:1:2	رَءَيْ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS	PERF						
96	9	1	3	96:9:1:3	تَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
96	9	2	1	96:9:2:1	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
96	9	3	1	96:9:3:1	يَنْهَىٰ	نَهَىٰ	ن ه ي	ن ه ي	V	STEM	STEM|POS:V|IMPF|LEM:nahaY`|ROOT:nhy|3MS	IMPF						
96	10	1	1	96:10:1:1	عَبْدًا	عَبْد	ع ب د	ع ب د	N	STEM	STEM|POS:N|LEM:Eabod|ROOT:Ebd|M|INDEF|ACC							
96	10	2	1	96:10:2:1	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA							
96	10	3	1	96:10:3:1	صَلَّىٰٓ	صَلَّىٰ	ص ل و	ص ل و	V	STEM	STEM|POS:V|PERF|(II)|LEM:Sal~aY`|ROOT:Slw|3MS	PERF			II			
96	11	1	1	96:11:1:1	أَ				INTG	PREFIX	PREFIX|A:INTG+							
96	11	1	2	96:11:1:2	رَءَيْ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS	PERF						
96	11	1	3	96:11:1:3	تَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
96	11	2	1	96:11:2:1	إِن	إِن			COND	STEM	STEM|POS:COND|LEM:<in							
96	11	3	1	96:11:3:1	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
96	11	4	1	96:11:4:1	عَلَى	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
96	11	5	1	96:11:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
96	11	5	2	96:11:5:2	هُدَىٰٓ	هُدًى	ه د ي	ه د ي	N	STEM	STEM|POS:N|LEM:hudFY|ROOT:hdy|M|GEN							
96	12	1	1	96:12:1:1	أَوْ	أَو			CONJ	STEM	STEM|POS:CONJ|LEM:>aw							
96	12	2	1	96:12:2:1	أَمَرَ	أَمَرَ	ء م ر	ء م ر	V	STEM	STEM|POS:V|PERF|LEM:>amara|ROOT:Amr|3MS	PERF						
96	12	3	1	96:12:3:1	بِ				P	PREFIX	PREFIX|bi+							
96	12	3	2	96:12:3:2	ٱل				DET	PREFIX	PREFIX|Al+							
96	12	3	3	96:12:3:3	تَّقْوَىٰٓ	تَقْوَى	و ق ي	و ق ي	N	STEM	STEM|POS:N|LEM:taqowaY|ROOT:wqy|M|GEN							
96	13	1	1	96:13:1:1	أَ				INTG	PREFIX	PREFIX|A:INTG+							
96	13	1	2	96:13:1:2	رَءَيْ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS	PERF						
96	13	1	3	96:13:1:3	تَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
96	13	2	1	96:13:2:1	إِن	إِن			COND	STEM	STEM|POS:COND|LEM:<in							
96	13	3	1	96:13:3:1	كَذَّبَ	كَذَّبَ	ك ذ ب	ك ذ ب	V	STEM	STEM|POS:V|PERF|(II)|LEM:ka*~aba|ROOT:k*b|3MS	PERF			II			
96	13	4	1	96:13:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
96	13	4	2	96:13:4:2	تَوَلَّىٰٓ	تَوَلَّىٰ	و ل ي	و ل ي	V	STEM	STEM|POS:V|PERF|(V)|LEM:tawal~aY`|ROOT:wly|3MS	PERF			V			
96	14	1	1	96:14:1:1	أَ				INTG	PREFIX	PREFIX|A:INTG+							
96	14	1	2	96:14:1:2	لَمْ	لَم			NEG	STEM	STEM|POS:NEG|LEM:lam							
96	14	2	1	96:14:2:1	يَعْلَم	عَلِمَ	ع ل م	ع ل م	V	STEM	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MS|MOOD:JUS	IMPF	JUS					
96	14	3	1	96:14:3:1	بِ				P	PREFIX	PREFIX|bi+							
96	14	3	2	96:14:3:2	أَنَّ	أَنّ			ACC	STEM	STEM|POS:ACC|LEM:>an~|SP:<in~							
96	14	4	1	96:14:4:1	ٱللَّهَ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC							
96	14	5	1	96:14:5:1	يَرَىٰ	رَءَا	ر ء ي	ر ء ي	V	STEM	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|3MS	IMPF						
96	15	1	1	96:15:1:1	كَلَّا	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
96	15	2	1	96:15:2:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
96	15	2	2	96:15:2:2	ئِن	إِن			COND	STEM	STEM|POS:COND|LEM:<in							
96	15	3	1	96:15:3:1	لَّمْ	لَم			NEG	STEM	STEM|POS:NEG|LEM:lam							
96	15	4	1	96:15:4:1	يَنتَهِ	ٱنتَهَىٰ	ن ه ي	ن ه ي	V	STEM	STEM|POS:V|IMPF|(VIII)|LEM:{ntahaY`|ROOT:nhy|3MS|MOOD:JUS	IMPF	JUS		VIII			
96	15	5	1	96:15:5:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
96	15	5	2	96:15:5:2	نَسْفَعًۢ	نَسْفَعًۢ	س ف ع	س ف ع	V	STEM	STEM|POS:V|IMPF|LEM:nasofaEF[|ROOT:sfE|1P	IMPF						
96	15	5	3	96:15:5:3	ا				EMPH	SUFFIX	SUFFIX|+n:EMPH							
96	15	6	1	96:15:6:1	بِ				P	PREFIX	PREFIX|bi+							
96	15	6	2	96:15:6:2	ٱل				DET	PREFIX	PREFIX|Al+							
96	15	6	3	96:15:6:3	نَّاصِيَةِ	نَاصِيَة	ن ص ي	ن ص ي	N	STEM	STEM|POS:N|LEM:naASiyap|ROOT:nSy|F|GEN							
96	16	1	1	96:16:1:1	نَاصِيَةٍ	نَاصِيَة	ن ص ي	ن ص ي	N	STEM	STEM|POS:N|LEM:naASiyap|ROOT:nSy|F|INDEF|GEN							
96	16	2	1	96:16:2:1	كَٰذِبَةٍ	كَٰذِب	ك ذ ب	ك ذ ب	ADJ	STEM	STEM|POS:ADJ|ACT|PCPL|LEM:ka`*ib|ROOT:k*b|F|INDEF|GEN			ACT				
96	16	3	1	96:16:3:1	خَاطِئَةٍ	خَاطِئَة	خ ط ء	خ ط ء	ADJ	STEM	STEM|POS:ADJ|ACT|PCPL|LEM:xaATi}ap|ROOT:xTA|F|INDEF|GEN			ACT				
96	17	1	1	96:17:1:1	فَ				REM	PREFIX	PREFIX|f:REM+							
96	17	1	2	96:17:1:2	لْ				IMPV	PREFIX	PREFIX|l:IMPV+							
96	17	1	3	96:17:1:3	يَدْعُ	دَعَا	د ع و	د ع و	V	STEM	STEM|POS:V|IMPF|LEM:daEaA|ROOT:dEw|3MS|MOOD:JUS	IMPF	JUS					
96	17	2	1	96:17:2:1	نَادِيَ	نَادِي	ن د و	ن د و	N	STEM	STEM|POS:N|ACT|PCPL|LEM:naAdiy|ROOT:ndw|M|ACC			ACT				
96	17	2	2	96:17:2:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
96	18	1	1	96:18:1:1	سَ				FUT	PREFIX	PREFIX|sa+							
96	18	1	2	96:18:1:2	نَدْعُ	دَعَا	د ع و	د ع و	V	STEM	STEM|POS:V|IMPF|LEM:daEaA|ROOT:dEw|1P	IMPF						
96	18	2	1	96:18:2:1	ٱل				DET	PREFIX	PREFIX|Al+							
96	18	2	2	96:18:2:2	زَّبَانِيَةَ	زَّبَانِيَة	ز ب ن	ز ب ن	N	STEM	STEM|POS:N|LEM:z~abaAniyap|ROOT:zbn|MP|ACC							
96	19	1	1	96:19:1:1	كَلَّا	كَلَّا			AVR	STEM	STEM|POS:AVR|LEM:kal~aA							
96	19	2	1	96:19:2:1	لَا	لَا			PRO	STEM	STEM|POS:PRO|LEM:laA							
96	19	3	1	96:19:3:1	تُطِعْ	أَطَاعَ	ط و ع	ط و ع	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aTaAEa|ROOT:TwE|2MS|MOOD:JUS	IMPF	JUS		IV			
96	19	3	2	96:19:3:2	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
96	19	4	1	96:19:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
96	19	4	2	96:19:4:2	ٱسْجُدْ	سَجَدَ	س ج د	س ج د	V	STEM	STEM|POS:V|IMPV|LEM:sajada|ROOT:sjd|2MS	IMPV						
96	19	5	1	96:19:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
96	19	5	2	96:19:5:2	ٱقْتَرِب	ٱقْتَرَبَ	ق ر ب	ق ر ب	V	STEM	STEM|POS:V|IMPV|(VIII)|LEM:{qotaraba|ROOT:qrb|2MS	IMPV			VIII			
