edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s096:005:pass1:attach:a1	q:96:5:1	q:96:5:2	direct_object	head-to-dependent	high	عَلَّمَ | الْإِنْسَانَ	case_government;word_order	ٱلْإِنسَٰنَ is the first direct object of عَلَّمَ.
ae:v3:s096:005:pass1:attach:a2	q:96:5:1	q:96:5:3	direct_object	head-to-dependent	high	عَلَّمَ | مَا	local_syntax;word_order	مَا is the second direct object of عَلَّمَ, with لَمْ يَعْلَمْ completing its relative content.
ae:v3:s096:005:pass1:attach:a3	q:96:5:5	q:96:5:3	direct_object	head-to-dependent	high	يَعْلَمْ | مَا	local_syntax;word_order	مَا is also the fronted object understood within يَعْلَمْ.
ae:v3:s096:005:pass1:attach:a4	q:96:5:4	q:96:5:5	particle_complement	head-to-dependent	high	لَمْ | يَعْلَمْ	morphology;local_syntax	لَمْ governs يَعْلَمْ as its jussive verbal complement.
ae:v3:s096:006:pass1:attach:a1	q:96:6:2	q:96:6:3	particle_complement	head-to-dependent	high	إِنَّ | الْإِنْسَانَ	case_government;local_syntax	ٱلْإِنسَٰنَ is the governed noun of إِنَّ.
ae:v3:s096:006:pass1:attach:a2	q:96:6:2	q:96:6:5	predication	head-to-dependent	high	إِنَّ | لَيَطْغَى	local_syntax	لَيَطْغَىٰ supplies the predicate of إِنَّ.
ae:v3:s096:007:pass1:attach:a1	q:96:7:1	q:96:7:2	particle_complement	head-to-dependent	high	أَنْ | رَآهُ	local_syntax	رَّءَاهُ is the verbal complement introduced by أَنْ.
ae:v3:s096:007:pass1:attach:a2	q:96:7:2	q:96:7:2	direct_object	head-to-dependent	high	رَآهُ	morphology;local_syntax	The هُ suffix in رَّءَاهُ is the direct object of the verbal stem رأى.
ae:v3:s096:007:pass1:attach:a3	q:96:7:2	q:96:7:3	circumstantial	head-to-dependent	medium	رَآهُ | اسْتَغْنَى	local_syntax	ٱسْتَغْنَىٰ states the condition in which the object of رَّءَاهُ is seen.
ae:v3:s096:008:pass1:attach:a1	q:96:8:1	q:96:8:4	particle_complement	head-to-dependent	high	إِنَّ | الرُّجْعَى	case_government;local_syntax	ٱلرُّجْعَىٰ is the governed noun of إِنَّ.
ae:v3:s096:008:pass1:attach:a2	q:96:8:4	q:96:8:3	prep_complement	head-to-dependent	high	الرُّجْعَى | رَبِّكَ	case_government;local_syntax	رَبِّكَ is governed by إِلَىٰ as the destination complement of ٱلرُّجْعَىٰ.
ae:v3:s096:008:pass1:attach:a3	q:96:8:1	q:96:8:3	predication	head-to-dependent	high	إِنَّ | رَبِّكَ	local_syntax;word_order	إِلَىٰ رَبِّكَ is the fronted predicate of the إِنَّ clause.
ae:v3:s096:009:pass1:attach:a1	q:96:9:1	q:96:9:2	direct_object	head-to-dependent	high	أَرَأَيْتَ | الَّذِي	local_syntax;word_order	ٱلَّذِى is the direct object of أَرَأَيْتَ.
ae:v3:s096:009:pass1:attach:a2	q:96:9:3	q:96:9:2	subject	head-to-dependent	high	يَنْهَى | الَّذِي	agreement;local_syntax	ٱلَّذِى is the subject of يَنْهَى inside the relative clause.
ae:v3:s096:010:pass1:attach:a1	q:96:10:3	q:96:10:2	adverbial	head-to-dependent	high	صَلَّى | إِذَا	local_syntax	إِذَا sets the temporal condition for صَلَّىٰ.
ae:v3:s096:011:pass1:attach:a1	q:96:11:1	q:96:11:2	clausal_complement	head-to-dependent	high	أَرَأَيْتَ | إِنْ	local_syntax	أَرَءَيْتَ takes the scenario إِن كَانَ عَلَى ٱلْهُدَىٰ as its governed content.
ae:v3:s096:011:pass1:attach:a2	q:96:11:3	q:96:11:5	prep_complement	head-to-dependent	high	كَانَ | الْهُدَى	case_government;local_syntax	ٱلْهُدَىٰ is governed by عَلَى in the predicate phrase of كَانَ.
ae:v3:s096:011:pass1:attach:a3	q:96:11:3	q:96:11:5	kana_predicate	head-to-dependent	high	كَانَ | الْهُدَى	local_syntax	عَلَى ٱلْهُدَىٰ supplies the khabar of كَانَ.
ae:v3:s096:012:pass1:attach:a1	q:96:12:2	q:96:12:3	prep_complement	head-to-dependent	high	أَمَرَ | بِالتَّقْوَى	case_government;local_syntax	بِٱلتَّقْوَىٰ is the باء-governed complement of أَمَرَ.
ae:v3:s096:013:pass1:attach:a1	q:96:13:1	q:96:13:2	clausal_complement	head-to-dependent	high	أَرَأَيْتَ | إِنْ	local_syntax	أَرَأَيْتَ governs the conditional content إِنْ كَذَّبَ وَتَوَلَّىٰ as the scenario under consideration.
ae:v3:s096:013:pass1:attach:a2	q:96:13:3	q:96:13:5	conjoined	head-to-dependent	high	كَذَّبَ | وَتَوَلَّى	local_syntax;parallelism	تَوَلَّىٰ is conjoined to كَذَّبَ by وَ with the same implied subject.
ae:v3:s096:014:pass1:attach:a1	q:96:14:2	q:96:14:3	clausal_complement	head-to-dependent	high	يَعْلَمْ | بِأَنَّ	local_syntax	يَعْلَمْ governs the content clause بِأَنَّ ٱللَّهَ يَرَىٰ.
ae:v3:s096:014:pass1:attach:a2	q:96:14:3	q:96:14:4	particle_complement	head-to-dependent	high	بِأَنَّ | اللَّهَ	case_government;local_syntax	ٱللَّهَ is the accusative ism governed by أَنَّ in بِأَنَّ.
ae:v3:s096:014:pass1:attach:a3	q:96:14:3	q:96:14:5	predication	head-to-dependent	high	بِأَنَّ | يَرَى	local_syntax	يَرَىٰ is the predicate of أَنَّ in the content clause.
ae:v3:s096:014:pass1:attach:a4	q:96:14:5	q:96:14:4	subject	head-to-dependent	high	يَرَى | اللَّهَ	agreement;local_syntax	ٱللَّهَ is the explicit subject of يَرَىٰ.
ae:v3:s096:015:pass1:attach:a1	q:96:15:7	q:96:15:9	prep_complement	head-to-dependent	high	لَنَسْفَعَاً | بِالنَّاصِيَةِ	case_government;local_syntax	ٱلنَّاصِيَةِ is governed by بِ as the complement of نَسْفَعًۢا.
ae:v3:s096:016:pass1:attach:a1	q:96:16:1	q:96:16:2	adjective	head-to-dependent	high	نَاصِيَةٍ | كَاذِبَةٍ	agreement;case_government	كَٰذِبَةٍ agrees with نَاصِيَةٍ in case, gender, number, and indefiniteness as its adjective.
ae:v3:s096:016:pass1:attach:a2	q:96:16:1	q:96:16:3	adjective	head-to-dependent	high	نَاصِيَةٍ | خَاطِئَةٍ	agreement;case_government	خَاطِئَةٍ is a second adjective modifying نَاصِيَةٍ with matching feminine genitive indefiniteness.
ae:v3:s096:017:pass1:attach:a1	q:96:17:3	q:96:17:4	direct_object	head-to-dependent	high	فَلْيَدْعُ | نَادِيَهُ	case_government;local_syntax	نَادِيَهُۥ is the explicit object called by يَدْعُ.
ae:v3:s096:017:pass1:attach:a2	q:96:17:4	q:96:17:4	idafa	head-to-dependent	high	نَادِيَهُ	morphology;local_syntax	The suffix هُ in نَادِيَهُۥ is the possessive complement of نَادِي, forming an idafa-like pronominal possessive.
ae:v3:s096:018:pass1:attach:a1	q:96:18:1	q:96:18:2	direct_object	head-to-dependent	high	سَنَدْعُ | الزَّبَانِيَةَ	case_government;local_syntax	ٱلزَّبَانِيَةَ is the accusative object of سَنَدْعُ.
ae:v3:s096:019:pass1:attach:a1	q:96:19:3	q:96:19:3	direct_object	head-to-dependent	high	تُطِعْهُ	morphology;local_syntax	The suffix هُ in تُطِعْهُ is the object pronoun governed by the verb تُطِعْ.
ae:v3:s096:019:pass1:attach:a2	q:96:19:3	q:96:19:5	conjoined	head-to-dependent	high	تُطِعْهُ | وَاسْجُدْ	local_syntax	ٱسْجُدْ is conjoined by وَ to the preceding command structure headed by تُطِعْهُ.
ae:v3:s096:019:pass1:attach:a3	q:96:19:5	q:96:19:7	conjoined	head-to-dependent	high	وَاسْجُدْ | وَاقْتَرِبْ	local_syntax;parallelism	ٱقْتَرِبْ is conjoined by وَ to ٱسْجُدْ as a parallel imperative.
