surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
97	3	6	1	97:3:6:1	شَهْرٍ	شَهْر	ش ه ر	ش ه ر	N	STEM	STEM|POS:N|LEM:$ahor|ROOT:$hr|M|INDEF|GEN							
97	4	1	1	97:4:1:1	تَنَزَّلُ	تَنَزَّلَتْ	ن ز ل	ن ز ل	V	STEM	STEM|POS:V|IMPF|(V)|LEM:tanaz~alato|ROOT:nzl|3FS	IMPF			V			
97	4	2	1	97:4:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
97	4	2	2	97:4:2:2	مَلَٰٓئِكَةُ	مَلَك	م ل ك	م ل ك	N	STEM	STEM|POS:N|LEM:malak|ROOT:mlk|MP|NOM							
97	4	3	1	97:4:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
97	4	3	2	97:4:3:2	ٱل				DET	PREFIX	PREFIX|Al+							
97	4	3	3	97:4:3:3	رُّوحُ	رُوح	ر و ح	ر و ح	N	STEM	STEM|POS:N|LEM:ruwH|ROOT:rwH|M|NOM							
97	4	4	1	97:4:4:1	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY							
97	4	4	2	97:4:4:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
97	4	5	1	97:4:5:1	بِ				P	PREFIX	PREFIX|bi+							
97	4	5	2	97:4:5:2	إِذْنِ	إِذْن	ء ذ ن	ء ذ ن	N	STEM	STEM|POS:N|LEM:<i*on|ROOT:A*n|M|GEN							
97	4	6	1	97:4:6:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
97	4	6	2	97:4:6:2	هِم				PRON	SUFFIX	SUFFIX|PRON:3MP							
97	4	7	1	97:4:7:1	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min							
97	4	8	1	97:4:8:1	كُلِّ	كُلّ	ك ل ل	ك ل ل	N	STEM	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN							
97	4	9	1	97:4:9:1	أَمْرٍ	أَمْر	ء م ر	ء م ر	N	STEM	STEM|POS:N|LEM:>amor|ROOT:Amr|M|INDEF|GEN							
97	5	1	1	97:5:1:1	سَلَٰمٌ	سَلَٰم	س ل م	س ل م	N	STEM	STEM|POS:N|LEM:sala`m|ROOT:slm|M|INDEF|NOM							
97	5	2	1	97:5:2:1	هِىَ				PRON	STEM	STEM|POS:PRON|3FS							
97	5	3	1	97:5:3:1	حَتَّىٰ	حَتَّىٰ			P	STEM	STEM|POS:P|LEM:Hat~aY`							
97	5	4	1	97:5:4:1	مَطْلَعِ	مَطْلَع	ط ل ع	ط ل ع	N	STEM	STEM|POS:N|LEM:maTolaE|ROOT:TlE|M|GEN							
97	5	5	1	97:5:5:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
97	5	5	2	97:5:5:2	فَجْرِ	فَجْر	ف ج ر	ف ج ر	N	STEM	STEM|POS:N|LEM:fajor|ROOT:fjr|M|GEN							
