edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s104:003:pass1:attach:a2	q:104:3:2	q:104:3:3	particle_complement	head-to-dependent	high	أَنَّ | مَالَهُ	case_government;local_syntax	مَالَهُ is the governed ism of أَنَّ.
ae:v3:s104:003:pass1:attach:a3	q:104:3:2	q:104:3:4	predication	head-to-dependent	high	أَنَّ | أَخْلَدَهُ	local_syntax	أَخْلَدَهُ supplies the predicate content of أَنَّ.
ae:v3:s104:003:pass1:attach:a4	q:104:3:4	q:104:3:3	subject	head-to-dependent	high	أَخْلَدَهُ | مَالَهُ	agreement;local_syntax	مَالَهُ is the explicit subject of أَخْلَدَهُ.
ae:v3:s104:003:pass1:attach:a5	q:104:3:4	q:104:3:4	direct_object	head-to-dependent	high	أَخْلَدَهُ	morphology;local_syntax	The suffix هُ in أَخْلَدَهُ is the direct object of أَخْلَدَ.
ae:v3:s104:003:pass1:attach:a6	q:104:3:3	q:104:3:3	idafa	head-to-dependent	high	مَالَهُ	morphology;local_syntax	The suffix هُ in مَالَهُ is the genitive possessor attached to مَال.
ae:v3:s104:004:pass1:attach:a1	q:104:4:3	q:104:4:5	prep_complement	head-to-dependent	high	لَيُنْبَذَنَّ | الْحُطَمَةِ	case_government;local_syntax	ٱلْحُطَمَةِ is governed by فِى as the destination complement of يُنۢبَذَنَّ.
ae:v3:s104:005:pass1:attach:a1	q:104:5:3	q:104:5:2	subject	head-to-dependent	high	أَدْرَاكَ | وَمَا	word_order;local_syntax	مَآ is the interrogative subject of أَدْرَىٰكَ.
ae:v3:s104:005:pass1:attach:a2	q:104:5:3	q:104:5:3	direct_object	head-to-dependent	high	أَدْرَاكَ	morphology;local_syntax	The suffix كَ in أَدْرَىٰكَ is the addressed direct object of أَدْرَىٰ.
ae:v3:s104:005:pass1:attach:a3	q:104:5:3	q:104:5:4	clausal_complement	head-to-dependent	high	أَدْرَاكَ | مَا	local_syntax	مَا ٱلْحُطَمَةُ is the embedded question made known by أَدْرَىٰكَ.
ae:v3:s104:005:pass1:attach:a4	q:104:5:4	q:104:5:5	predication	head-to-dependent	high	مَا | الْحُطَمَةُ	local_syntax	ٱلْحُطَمَةُ is predicated of the interrogative مَآ.
ae:v3:s104:006:pass1:attach:a1	q:104:6:1	q:104:6:2	idafa	head-to-dependent	high	نَارُ | اللَّهِ	case_government;local_syntax	ٱللَّهِ is the genitive complement of نَارُ in the idafa.
ae:v3:s104:006:pass1:attach:a2	q:104:6:1	q:104:6:3	adjective	head-to-dependent	high	نَارُ | الْمُوقَدَةُ	agreement;local_syntax	ٱلْمُوقَدَةُ agrees with نَارُ as its adjective.
ae:v3:s104:007:pass1:attach:a1	q:104:7:2	q:104:7:1	subject	head-to-dependent	high	تَطَّلِعُ | الَّتِي	agreement;local_syntax	ٱلَّتِى supplies the feminine subject role for تَطَّلِعُ.
ae:v3:s104:007:pass1:attach:a2	q:104:7:2	q:104:7:4	prep_complement	head-to-dependent	high	تَطَّلِعُ | الْأَفْئِدَةِ	case_government;local_syntax	ٱلْأَفْـِٔدَةِ is governed by عَلَى as the complement of تَطَّلِعُ.
ae:v3:s104:008:pass1:attach:a1	q:104:8:1	q:104:8:1	particle_complement	head-to-dependent	high		morphology;local_syntax	The suffix هَا in إِنَّهَا is the ism governed by إِنَّ.
ae:v3:s104:008:pass1:attach:a2	q:104:8:3	q:104:8:2	prep_complement	head-to-dependent	high	مُؤْصَدَةٌ	morphology;case_government	The suffix هُمْ is governed by عَلَى in عَلَيْهِمْ, and the PP modifies مُّؤْصَدَةٌ.
ae:v3:s104:008:pass1:attach:a3	q:104:8:1	q:104:8:3	predication	head-to-dependent	high	إِنَّهَا | مُؤْصَدَةٌ	local_syntax	مُّؤْصَدَةٌ is the khabar of إِنَّ in إِنَّهَا.
ae:v3:s104:009:pass1:attach:a1	q:104:9:2	q:104:9:3	adjective	head-to-dependent	high	عَمَدٍ | مُمَدَّدَةٍ	agreement;local_syntax	مُّمَدَّدَةٍ agrees with عَمَدٍ as its adjective.
