review_id	candidate_count	path_count_total	ayahs	image_scored_facet_signature	representative_roots	representative_branches	top_image_facets
IF0029	6	7818	1,2,3,4,5,7	kw:anger | kw:honor	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع ب د → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:anger(2); kw:honor(2); kw:gratitude(1); kw:regret(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:mourning(1); kw:pity(1); kw:compassion(1); kw:hawk(1); kw:falcon(1); kw:raptor(1)
IF0030	6	4202	1,2,3,4,5,6	kw:hierarchy | kw:authority | theme:kinship_society/hierarchy_status	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:hierarchy(3); theme:kinship_society/hierarchy_status(3); kw:authority(2); kw:gratitude(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:compassion(1); kw:chattel(1); kw:slave(1); kw:servitude(1); kw:praise(1); kw:thousand(1); kw:ceiling(1); kw:heraldry(1); kw:overhead(1)
IF0031	6	3180	1,2,3,4,5,6,7	theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	theme:space_form_boundary/space(2); kw:gratitude(1); kw:loftiness(1); kw:eminence(1); kw:paving(1); kw:straightness(1); kw:taming(1); kw:praise(1); kw:pity(1); kw:smoothing(1); kw:leveling(1); kw:compassion(1); kw:coating(1); kw:tenderness(1); kw:kindness(1); kw:rise(1)
IF0032	6	2096	1,2,3,4,5,6,7	kw:ceiling | kw:overhead | kw:pity | kw:syrup	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → غ ي ر → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:custom(2); kw:ceiling(1); kw:overhead(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:canopy(1); kw:compassion(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:misguidance(1); kw:indemnity(1); kw:intent(1); kw:restitution(1)
IF0033	6	1209	1,2,3,4,5,6	kw:agency	ء ل ه → ر ب ب → ر ح م → د ي ن → ع و ن → ه د ي → ق و م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	kw:agency(2); kw:commitment(1); kw:gratitude(1); kw:endeavor(1); kw:initiative(1); kw:intent(1); kw:undertaking(1); kw:manner(1); kw:custom(1); kw:praise(1); kw:aid(1); kw:pity(1); kw:compassion(1); kw:assistance(1); kw:submission(1); kw:syrup(1)
IF0034	6	1000	1,2,3,5,6,7	kw:gratitude | kw:family | kw:ceiling | kw:sage	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	kw:solidity(2); kw:gratitude(1); kw:family(1); kw:ceiling(1); kw:sage(1); kw:overhead(1); kw:scholar(1); kw:relative(1); kw:canopy(1); kw:praise(1); kw:wisdom(1); kw:sharpness(1); kw:penetration(1); kw:misguidance(1); kw:stoutness(1); kw:antiquity(1)
IF0035	6	896	1,2,3,4,5,6,7	kw:pity | kw:syrup | kw:paste | kw:condiment	ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:custom(2); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:compassion(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:stoutness(1); kw:antiquity(1); kw:sharpness(1); kw:solidity(1); kw:misguidance(1); kw:swallowing(1); kw:routine(1)
IF0036	6	768	1,2,3,4,5,6,7	kw:gratitude | kw:ceiling | kw:heraldry | kw:overhead	س م و → ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:ceiling(1); kw:heraldry(1); kw:overhead(1); kw:banner(1); kw:pity(1); kw:canopy(1); kw:compassion(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:obedience(1); kw:misguidance(1); kw:regret(1)
IF0037	6	676	1,2,4,5,6,7	theme:land_water_sky/sky_astronomy | theme:craft_material_built/architecture_construction	س م و → ء ل ه → ح م د → ي و م → د ي ن → ع ب د → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	theme:land_water_sky/sky_astronomy(3); theme:craft_material_built/architecture_construction(2); kw:ceiling(1); kw:paving(1); kw:taming(1); kw:overhead(1); kw:smoothing(1); kw:leveling(1); kw:gratitude(1); kw:canopy(1); kw:coating(1); kw:grammar(1); kw:duration(1); kw:preposition(1); kw:sunrise(1); kw:daytime(1)
IF0038	6	504	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:honor | kw:protectiveness	ء ل ه → ح م د → ر ح م → ع ب د → ص ر ط → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:gratitude(1); kw:family(1); kw:honor(1); kw:protectiveness(1); kw:jealousy(1); kw:zeal(1); kw:relative(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:praise(1); kw:swallowing(1); kw:ingestion(1); kw:stoutness(1); kw:solidity(1); kw:disappearance(1)
IF0039	5	8368	1,2,3,4,5,6,7	kw:gratitude | kw:thousand | kw:paving | kw:taming	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:thousand(1); kw:paving(1); kw:taming(1); kw:pity(1); kw:smoothing(1); kw:leveling(1); kw:compassion(1); kw:coating(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:submission(1); kw:multitude(1); kw:loftiness(1)
IF0040	5	4620	1,2,3,4,5	kw:hierarchy | theme:kinship_society/hierarchy_status	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:hierarchy(3); theme:kinship_society/hierarchy_status(3); kw:gratitude(1); kw:chattel(1); kw:pity(1); kw:slave(1); kw:servitude(1); kw:compassion(1); kw:slavery(1); kw:loftiness(1); kw:eminence(1); kw:kingship(1); kw:dominion(1); kw:bondage(1); kw:hawk(1); kw:falcon(1)
IF0041	5	2941	1,2,4,5,6,7	kw:hierarchy | theme:law_governance/obligation_contract	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:hierarchy(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:praise(1); kw:oath(1); kw:misguidance(1); kw:rise(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1)
IF0042	5	2160	1,2,3,4,5,6,7	kw:semiotics | kw:name | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:semiotics(2); kw:name(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:compassion(1); kw:oath(1); kw:tenderness(1); kw:chattel(1)
IF0043	5	1664	1,2,3,4,5,6,7	kw:gratitude | kw:paving | kw:heraldry | kw:taming	ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ع ب د → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:paving(1); kw:heraldry(1); kw:taming(1); kw:banner(1); kw:pity(1); kw:smoothing(1); kw:leveling(1); kw:compassion(1); kw:coating(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:loftiness(1)
IF0044	5	958	1,2,3,4,5,6,7	kw:guidance | kw:direction | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ه د ي → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	kw:guidance(2); kw:direction(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:loftiness(1); kw:eminence(1); kw:straightness(1); kw:praise(1); kw:pity(1); kw:compassion(1); kw:tenderness(1); kw:kindness(1); kw:rise(1); kw:submission(1); kw:thousand(1); kw:paving(1)
IF0045	5	912	1,2,3,4,5,6,7	theme:cognition_perception/knowledge_learning	ء ل ه → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ه د ي	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	theme:cognition_perception/knowledge_learning(3); kw:gratitude(1); kw:praise(1); kw:submission(1); kw:obedience(1); kw:misguidance(1); kw:sage(1); kw:error(1); kw:scholar(1); kw:deviation(1); kw:wisdom(1); kw:blessing(1); kw:ceiling(1); kw:paving(1); kw:taming(1); kw:overhead(1)
IF0046	5	858	1,2,3,4,5,7	kw:submission | kw:obedience | kw:blessing | kw:authority	س م و → ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:submission(2); kw:obedience(2); kw:blessing(2); kw:authority(2); kw:gratitude(1); kw:grace(1); kw:praise(1); kw:ceiling(1); kw:bounty(1); kw:overhead(1); kw:canopy(1); kw:cosmology(1); kw:reciprocity(1); kw:grammar(1); kw:duration(1); kw:family(1)
IF0047	5	848	1,2,3,4,5,6,7	kw:gratitude | kw:heraldry | kw:banner | kw:pity	ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:compassion(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:misguidance(1); kw:submission(1); kw:error(1); kw:obedience(1); kw:indemnity(1); kw:loftiness(1); kw:restitution(1)
IF0048	5	644	1,2,3,4,5,6,7	kw:gratitude | kw:paving | kw:hawk | kw:taming	ح م د → ء ل ه → ع ل م → ر ح م → د ي ن → ع ب د → ص ر ط	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:paving(1); kw:hawk(1); kw:taming(1); kw:falcon(1); kw:smoothing(1); kw:raptor(1); kw:leveling(1); kw:coating(1); kw:predator(1); kw:praise(1); kw:pity(1); kw:compassion(1); kw:tenderness(1); kw:kindness(1); kw:loftiness(1)
IF0049	5	616	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:paving | kw:taming	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ه د ي → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:family(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1); kw:relative(1); kw:coating(1); kw:praise(1); kw:submission(1); kw:mainstay(1); kw:misguidance(1); kw:pillar(1); kw:reliance(1); kw:organization(1); kw:foundation(1)
IF0050	5	288	1,2,3,4,5,6,7	kw:ceiling | kw:hawk | kw:falcon | kw:overhead	س م و → ء ل ه → ع ل م → ر ح م → د ي ن → غ ي ر → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:ceiling(1); kw:hawk(1); kw:falcon(1); kw:overhead(1); kw:raptor(1); kw:canopy(1); kw:predator(1); kw:ornithology(1); kw:pity(1); kw:misguidance(1); kw:routine(1); kw:compassion(1); kw:custom(1); kw:tenderness(1); kw:kindness(1); kw:practice(1)
IF0051	4	1244	1,2,4,5,6,7	kw:property | kw:name | kw:authority | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → م ل ك → د ي ن → ع ب د → ص ر ط	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:property(2); kw:name(2); kw:authority(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:dominion(1); kw:invocation(1); kw:disposal(1); kw:address(1); kw:appellation(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1); kw:coating(1); kw:misguidance(1)
IF0052	4	1198	1,2,3,4,5,7	kw:anger | kw:authority	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → غ ض ب	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:authority(3); kw:anger(2); kw:regret(1); kw:zeal(1); kw:fury(1); kw:gratitude(1); kw:resentment(1); kw:wrath(1); kw:mourning(1); kw:kingship(1); kw:dominion(1); kw:pity(1); kw:compassion(1); kw:pilot(1); kw:property(1); kw:captain(1)
IF0053	4	836	1,2,4,5,6,7	kw:name | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:name(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:dominion(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:semiotics(1); kw:oath(1); kw:submission(1); kw:stoutness(1); kw:solidity(1); kw:swallowing(1); kw:ingestion(1); kw:paving(1); kw:taming(1)
IF0054	4	780	1,2,3,4,5,6,7	kw:honor | theme:emotion_ethics/honor_shame	س م و → ح م د → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(2); theme:emotion_ethics/honor_shame(2); kw:gratitude(1); kw:protectiveness(1); kw:jealousy(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:swallowing(1); kw:stoutness(1); kw:praise(1); kw:ingestion(1); kw:family(1)
IF0055	4	632	1,2,3,4,5,6,7	kw:navigation | kw:authority | theme:law_governance/politics_order	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:navigation(2); kw:authority(2); theme:law_governance/politics_order(2); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:misguidance(1); kw:compassion(1); kw:straightness(1); kw:sovereignty(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1); kw:coating(1); kw:tenderness(1)
IF0056	4	576	1,2,3,5,7	kw:biology | theme:condition_force_change/growth_decay	ء ل ه → ح م د → ر ب ب → ر ح م → ع و ن → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B010:ربابة تجمع القداح | ر ح م:B003:رَحِم الأنثى | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:biology(2); theme:condition_force_change/growth_decay(2); kw:gambling(1); kw:gratitude(1); kw:uterus(1); kw:honor(1); kw:protectiveness(1); kw:middle(1); kw:lot(1); kw:praise(1); kw:womb(1); kw:jealousy(1); kw:zeal(1); kw:ceiling(1); kw:overhead(1); kw:canopy(1)
IF0057	4	388	1,2,3,4,6,7	kw:substitution | kw:replacement | theme:kinship_society/identity_personhood	ر ح م → ح م د → ء ل ه → د ي ن → ق و م → غ ي ر → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ض ل ل:B002:الغيبوبة والخفاء	kw:substitution(2); kw:replacement(2); theme:kinship_society/identity_personhood(2); kw:gratitude(1); kw:family(1); kw:burial(1); kw:proxy(1); kw:relative(1); kw:equivalence(1); kw:representation(1); kw:alteration(1); kw:praise(1); kw:hiddenness(1); kw:submission(1); kw:obedience(1); kw:disappearance(1)
IF0058	4	384	1,2,3,4,5,6,7	theme:kinship_society/hospitality_welfare | kw:blessing	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ن ع م → غ ي ر	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	theme:kinship_society/hospitality_welfare(3); kw:blessing(2); kw:submission(2); kw:gratitude(1); kw:pity(1); kw:compassion(1); kw:thousand(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:tenderness(1); kw:kindness(1); kw:benefit(1); kw:restoration(1); kw:demography(1); kw:multitude(1)
IF0059	4	288	1,2,3,4,5,6,7	kw:gratitude | kw:heraldry | kw:sage | kw:banner	ء ل ه → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:compassion(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:wisdom(1); kw:submission(1); kw:obedience(1); kw:misguidance(1); kw:fury(1)
IF0060	4	264	1,2,4,5,6,7	kw:gratitude | kw:family | kw:sunrise | kw:daytime	ر ح م → ح م د → ي و م → د ي ن → ع ب د → ص ر ط → غ ي ر	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:gratitude(1); kw:family(1); kw:sunrise(1); kw:daytime(1); kw:sunset(1); kw:relative(1); kw:praise(1); kw:stoutness(1); kw:submission(1); kw:solidity(1); kw:swallowing(1); kw:antiquity(1); kw:ingestion(1); kw:sharpness(1); kw:penetration(1); kw:disappearance(1)
IF0061	4	224	1,2,3,4,6,7	kw:straightness | kw:guidance | kw:direction | theme:law_governance/politics_order	ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ق و م → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	kw:straightness(2); kw:guidance(2); kw:direction(2); theme:law_governance/politics_order(2); kw:rectitude(1); kw:evenness(1); kw:gratitude(1); kw:moderation(1); kw:submission(1); kw:obedience(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:compassion(1); kw:praise(1)
IF0062	3	2346	1,2,3,4,5,6,7	kw:landmark	س م و → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د	س م و:B002:الشخص المرتفع الظاهر | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:landmark(2); kw:visibility(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:nurture(1); kw:approval(1); kw:figure(1); kw:compassion(1); kw:satisfaction(1); kw:semiotics(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:men(1); kw:chattel(1)
IF0063	3	2144	2,3,4,5,6,7	kw:gratitude | kw:paving | kw:taming | kw:pity	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:paving(1); kw:taming(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:smoothing(1); kw:leveling(1); kw:compassion(1); kw:coating(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:misguidance(1)
