surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
48	9	7	1	48:9:7:1	بُكْرَةً	بُكْرَة	ب ك ر	ب ك ر	T	STEM	STEM|POS:T|LEM:bukorap|ROOT:bkr|F|INDEF|ACC							
48	9	8	1	48:9:8:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	9	8	2	48:9:8:2	أَصِيلًا	أَصِيل	ء ص ل	ء ص ل	T	STEM	STEM|POS:T|LEM:>aSiyl|ROOT:ASl|M|INDEF|ACC							
48	10	1	1	48:10:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
48	10	2	1	48:10:2:1	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP							
48	10	3	1	48:10:3:1	يُبَايِعُ	بَايَعْ	ب ي ع	ب ي ع	V	STEM	STEM|POS:V|IMPF|(III)|LEM:baAyaEo|ROOT:byE|3MP	IMPF			III			
48	10	3	2	48:10:3:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	10	3	3	48:10:3:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
48	10	4	1	48:10:4:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
48	10	4	2	48:10:4:2	مَا	مَا			PREV	STEM	STEM|POS:PREV|LEM:maA							
48	10	5	1	48:10:5:1	يُبَايِعُ	بَايَعْ	ب ي ع	ب ي ع	V	STEM	STEM|POS:V|IMPF|(III)|LEM:baAyaEo|ROOT:byE|3MP	IMPF			III			
48	10	5	2	48:10:5:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	10	6	1	48:10:6:1	ٱللَّهَ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC							
